time,accx,accy,accz
7202,    55,    -1,   -53
7212,    51,    -3,   -38
7222,    45,    -5,   -20
7232,    49,    -4,   -11
7242,    50,    -5,   -15
7251,    44,    -9,   -25
7261,    48,   -11,   -30
7271,    47,    -6,   -29
7281,    50,     6,   -26
7291,    48,    -1,   -27
7301,    47,    -7,   -29
7311,    45,    -8,   -26
7321,    45,     2,   -37
7331,    46,    11,   -48
7341,    42,     8,   -63
7351,    42,    -2,   -80
7361,    44,     0,   -78
7371,    48,    -1,   -75
7381,    50,    -5,   -81
7391,    42,    -9,   -68
7401,    54,   -16,   -72
7411,    54,    -8,   -62
7421,    60,    -2,   -51
7432,    54,   -12,   -33
7442,    67,   -23,   -33
7451,    43,   -22,   -12
7462,    50,    -9,   -23
7472,    32,    -9,    -9
7482,    45,   -11,   -13
7492,    38,   -15,   -20
7502,    38,   -12,   -35
7512,    37,   -10,   -47
7522,    37,   -13,   -45
7532,    39,    -9,   -44
7542,    39,    -5,   -49
7552,    47,    -2,   -49
7561,    48,    -4,   -54
7571,    46,    -3,   -60
7581,    44,   -15,   -55
7591,    35,    -8,   -29
7601,    35,     9,   -12
7611,    38,    16,    -9
7621,    44,    13,   -30
7631,    45,     5,   -44
7641,    31,     0,   -35
7651,    36,     0,   -19
7661,    28,     3,    11
7671,    26,     3,    44
7681,    31,     5,    40
7691,    32,     3,     1
7702,    33,    -5,   -47
