time,gyrx,gyry,gyrz
10438,     0,     0,     0
10447,    -1,     0,    -1
10457,    -1,     0,    -1
10466,     0,     0,     0
10475,     0,     0,     0
10485,     0,     0,    -1
10495,    -1,     0,     0
10505,     0,     0,     0
10515,     0,     0,     0
10525,     0,     0,     0
10535,     0,    -1,     0
10545,    -1,    -1,     0
10555,    -1,    -1,     0
10565,    -1,     0,     0
10575,    -1,     0,    -1
10585,    -1,     0,     0
10595,     0,     0,     0
10605,     0,     0,     0
10615,     0,     0,    -1
10625,     0,     0,     0
10635,     0,     0,     0
10645,     0,     0,    -1
10655,    -1,     0,    -1
10665,     0,     0,    -1
10675,     0,     0,    -1
10685,     0,     0,    -1
10695,     0,     0,    -1
10705,     0,     0,    -1
10715,     0,    -1,     0
10725,     0,     0,     0
10735,     0,    -1,     0
10745,     0,    -1,     0
10755,     0,     0,     0
10765,     0,     0,     0
10775,    -1,     0,     0
10785,    -1,     0,     0
10795,     0,     0,     0
10805,     0,     0,     0
10815,     0,     0,     0
10825,     0,     0,     0
10835,     0,     0,     0
10845,     0,    -1,     0
10855,     0,     0,     0
10865,     0,    -1,     0
10875,     0,     0,     0
10885,     0,     0,     0
10895,     0,     0,     0
10905,     0,    -1,     0
10915,     0,     0,     0
10925,     0,     0,     0
10935,    -1,     0,     0
10945,    -1,     0,    -1
10955,    -1,    -1,    -1
10965,     0,    -1,     0
10975,     0,    -1,    -1
10985,     0,    -1,    -1
10995,    -1,    -1,    -1
11005,    -1,    -1,    -1
11015,    -1,    -1,    -1
11025,    -1,    -1,    -1
11035,    -1,    -1,    -1
11045,     0,     0,    -1
11055,    -1,    -1,     0
11065,     0,    -1,    -1
11075,    -1,    -1,     0
11085,    -1,    -1,     0
11096,     0,    -1,     0
11105,     0,    -1,     0
11119,    -1,     0,    -1
11125,     0,     0,    -1
11135,     0,     0,    -1
11145,     0,     0,     0
11155,    -1,     0,     0
11166,    -1,     0,    -1
11179,    -1,     0,     0
11189,    -1,     0,     0
11199,    -1,     0,     0
11209,    -1,    -1,     0
11219,    -1,    -1,     0
11229,    -1,    -1,     0
11239,    -1,    -1,     0
11249,    -1,    -1,    -1
11259,     0,    -1,     0
11269,    -1,     0,    -1
11278,    -1,    -1,     0
11288,    -1,    -1,     0
11298,     0,    -1,     0
11308,     0,     0,    -1
11317,     0,     0,     0
11328,    -1,     0,     0
11338,     0,     0,     0
11348,     0,     0,     0
11358,     0,     0,     0
11368,     0,     0,     0
11378,     0,     0,     0
11388,    -1,     0,     0
11398,    -1,     0,    -1
11408,    -1,     0,     0
11418,    -1,     0,     0
11428,     0,     0,     0
11438,    -1,     0,    -1
11448,    -1,     0,    -1
11458,    -1,     0,    -1
11468,     0,    -1,     0
11478,     0,    -1,     0
11488,     0,    -1,     0
11498,     0,     0,     0
11508,     0,     0,     0
11518,     0,     0,     0
11528,    -1,     0,     0
11538,    -1,     0,    -1
11548,    -1,     0,    -1
11558,    -1,     0,    -1
11568,     0,     0,    -1
11578,     0,     0,    -1
11588,     0,     0,    -1
11598,     0,     0,    -1
11608,     0,     0,    -1
11618,     0,     0,    -1
11628,     0,     0,     1
11638,     0,     0,     4
11649,     0,     0,     3
11658,     0,     0,     0
11668,     0,     0,    -1
11679,     0,     0,    -1
11689,     0,    -1,     0
11699,     0,    -1,    -1
11709,     0,    -1,    -1
11719,     0,     0,    -1
11729,    -1,     0,     0
11739,    -1,     0,    -1
11749,    -1,     0,    -1
11759,    -1,     0,    -1
11769,    -1,     0,    -1
11778,    -1,     0,    -1
11788,    -1,     0,    -1
11798,    -1,     0,    -1
11809,     0,    -1,    -1
11818,     0,    -1,     0
11828,     0,    -1,     0
11838,     0,    -1,     0
11849,     0,    -1,     0
11858,     0,    -1,    -1
11868,     0,    -1,    -1
11878,     0,     0,     0
11888,     0,    -1,    -1
11898,     0,    -1,    -1
11908,     0,    -1,     0
11918,     0,    -1,     0
11928,     0,    -1,     0
11938,     0,    -1,     0
11948,     0,    -1,     0
11958,     0,    -1,     0
11968,     0,    -1,     0
11978,     0,    -1,     0
11988,    -1,    -1,     0
11998,     0,    -1,     0
12008,     0,    -1,     0
12018,     0,    -1,     0
12028,     0,    -1,     0
12039,    -1,    -1,     0
12048,    -1,    -1,    -1
12058,     0,     0,     0
12069,    -1,     0,    -1
12078,    -1,     0,    -1
12086,    -1,     0,    -1
12096,    -1,     0,    -1
12106,     0,     0,    -1
12116,     0,    -1,     0
12126,     0,    -1,     0
12136,    -1,    -1,     0
12146,     0,     0,    -1
12156,     0,     0,    -1
12166,    -1,     0,     0
12176,     0,     0,    -1
12186,     0,    -1,    -1
12196,     0,    -1,     0
12206,     0,    -1,     0
12216,     0,    -1,     0
12226,     0,    -1,     0
12236,     0,    -1,     0
12246,     0,    -1,     0
12256,     0,    -1,     0
12266,    -1,    -1,    -1
12276,    -1,    -1,    -1
12286,    -1,     0,     0
12296,    -1,    -1,     0
12306,    -1,     0,     0
12316,     0,     0,     0
12326,     0,     0,     0
12336,     0,    -1,    -1
12346,     0,    -1,     0
12356,     0,     0,     0
12366,     0,     0,     0
12376,     0,     0,     0
12386,     0,     0,     0
12397,     0,    -1,     0
12406,    -1,    -1,     0
12416,    -1,    -1,     0
12426,    -1,    -1,     0
12436,    -1,    -1,    -1
12446,    -1,     0,    -1
12457,    -1,     0,     0
12466,    -1,     0,     0
12476,    -1,     0,    -1
12486,    -1,     0,    -1
12496,     0,     0,    -1
12506,     0,     0,    -1
12517,     0,     0,     0
12526,     0,    -1,     0
12536,     0,    -1,     0
12546,     0,    -1,     0
12556,    -1,    -1,     0
12566,    -1,    -1,     0
12576,    -1,    -1,     0
12586,    -1,     0,     0
12597,    -1,     0,     0
12606,    -1,     0,     0
12616,    -1,     0,     0
12626,     0,     0,     0
12637,     0,    -1,     0
12646,     0,    -2,     0
12656,     0,    -2,     0
12667,     0,    -2,     0
12676,     0,    -1,     0
12687,     0,    -1,     0
12696,     0,    -1,     0
12707,     0,    -1,     0
12717,    -1,    -1,     0
12726,    -1,    -1,     0
12736,    -1,    -1,     0
12747,    -1,    -1,     0
12757,    -1,    -1,    -1
12767,    -1,    -1,    -1
12777,    -1,     0,    -1
12790,    -1,     0,    -1
12800,    -1,     0,    -1
12810,    -1,     0,    -1
12820,     0,     0,    -1
12830,    -1,     0,    -1
12840,     0,     0,    -1
12850,     0,     0,    -1
12860,     0,     0,    -1
12870,    -1,     0,    -1
12880,    -1,     0,    -1
12889,    -1,     0,     0
12899,    -1,     0,     0
12909,    -1,     0,    -1
12919,    -1,     0,    -1
12929,     0,     0,     0
12939,     0,    -1,     0
12949,     0,    -1,     0
12959,     0,    -1,     0
12969,     0,    -1,    -1
12979,     0,    -1,    -1
12990,     0,    -1,     0
13000,    -1,    -1,    -1
13009,    -1,    -1,    -1
13020,    -1,    -1,    -1
13030,    -1,     0,    -1
13040,    -1,     0,    -1
13050,    -1,     0,    -1
13059,    -1,     0,    -1
13070,    -1,     0,    -1
13080,    -1,     0,    -1
13092,    -1,     0,    -1
13103,    -1,     0,    -1
13113,    -1,     0,    -1
13123,    -1,     0,    -1
13133,    -1,     0,    -1
13143,    -1,     0,    -1
13154,     0,     0,    -1
13164,     0,     0,     0
13175,     0,     0,     0
13185,     0,     0,     0
13193,    -1,     0,     0
13201,    -1,     0,    -1
13210,    -1,     0,    -1
13220,    -1,    -1,    -1
13230,    -1,     0,    -1
13240,     0,     0,     0
13250,     0,     0,     0
13260,     0,     0,    -1
13270,     0,     0,    -1
13280,     0,    -1,    -1
13290,    -1,     0,    -1
13300,    -1,     0,    -1
13310,    -1,     0,    -1
13320,    -1,     0,    -1
13330,    -1,    -1,    -1
13340,    -1,     0,     0
13351,    -1,    -1,     0
13360,    -1,    -1,    -1
13370,     0,     0,     0
13380,     0,     0,    -1
13391,     0,     0,    -1
13401,     0,     0,    -1
13411,     0,     0,     0
13421,     0,     0,     0
13431,     0,     0,     0
13441,     0,    -1,     0
13451,    -1,    -1,    -1
13461,    -1,    -1,    -1
13472,    -1,    -1,    -1
13482,    -1,    -1,    -1
13491,    -1,    -1,     0
13502,    -1,    -1,     0
13512,     0,     0,     0
13522,     0,    -1,     0
13532,     0,    -1,     0
13542,     0,    -1,     0
13552,     0,    -1,     0
13562,     0,    -1,     0
13572,     0,    -1,     0
13582,     0,    -1,    -1
13591,    -1,    -1,    -1
13600,    -1,    -1,    -1
13610,    -1,    -1,    -1
13620,    -1,    -1,    -1
13631,     0,     0,    -1
13641,     0,     0,     0
13650,     0,     0,     0
13660,     0,     0,     0
13670,     0,     0,     0
13681,     0,    -1,     0
13690,     0,    -1,     0
13700,     0,    -1,     0
13709,    -1,    -1,     0
13720,    -1,     0,    -1
13730,    -1,     0,    -1
13739,    -1,     0,    -1
13750,     0,    -1,    -1
13760,     0,     0,    -1
13770,     0,    -1,     0
13779,     0,    -1,    -1
13791,     0,    -1,    -1
13800,    -1,    -1,    -1
13810,    -1,    -1,    -1
13820,    -1,    -1,     0
13830,    -1,     0,     0
13841,    -1,    -1,    -1
13850,     0,    -1,    -1
13860,     0,    -1,     0
13871,     0,    -1,     0
13881,     0,    -1,     0
13891,     0,    -1,     0
13901,     0,    -1,     0
13911,     0,    -1,     0
13921,     0,    -1,     0
13931,     0,    -1,    -1
13940,    -1,     0,    -1
13950,    -1,     0,    -1
13960,    -1,     0,    -1
13971,    -1,     0,    -1
13981,    -1,     0,    -1
13991,    -1,     0,    -1
14001,     0,     0,    -1
14011,     0,     0,    -1
14021,     0,     0,     0
14031,     0,     0,    -1
14042,     0,     0,    -1
14052,     0,     0,    -1
14063,     0,     0,    -1
14072,     0,     0,    -1
14082,     0,     0,    -1
14091,     0,    -1,    -1
14101,     0,    -1,    -2
14111,     0,    -2,    -4
14121,     0,    -2,    -7
14130,     0,    -1,    -9
14140,     0,    -1,    -7
14150,     0,    -1,    -3
14160,     0,    -1,    -1
14171,     0,     0,    -1
14181,     0,     0,     0
14191,     0,     0,    -1
14201,     0,    -1,    -1
14211,    -1,     0,    -6
14221,     0,     0,   -10
14231,     0,     0,   -13
14241,     0,     1,   -16
14251,     0,     1,   -16
14261,     0,     0,   -15
14271,     0,     0,   -14
14281,     0,     0,   -12
14291,     0,    -2,   -10
14301,     0,    -2,    -9
14311,     0,    -1,    -6
14321,     0,    -1,    -4
14331,     0,    -1,    -3
14341,     0,    -1,    -4
14351,    -1,    -1,    -4
14361,     0,    -1,    -5
14371,     0,    -1,    -8
14381,     0,    -1,   -12
14391,     0,    -1,   -17
14401,     1,    -1,   -20
14411,     1,     0,   -17
14421,     0,     0,    -9
14432,     0,    -1,    -4
14442,     0,     0,    -2
14452,    -1,    -1,    -2
14462,    -1,    -1,    -3
14472,    -1,    -1,    -6
14482,     0,    -1,   -14
14492,    -1,    -1,   -22
14502,    -3,    -3,   -26
14512,     0,    -2,   -25
14522,     2,     0,   -26
14532,     0,     0,   -24
14542,     1,     0,   -21
14552,    -1,    -1,   -18
14562,     0,    -1,   -17
14572,     1,    -1,   -16
14583,     0,    -1,   -12
14592,    -1,    -1,   -11
14601,     0,     0,   -10
14612,     0,    -1,    -9
14621,    -1,    -1,    -6
14631,     0,     0,    -4
14641,    -1,     0,    -2
14651,    -1,    -1,    -1
14661,    -1,    -1,    -1
14672,     0,    -1,    -1
14681,     0,    -1,    -1
14691,     0,    -1,    -1
14701,     0,    -1,    -1
14711,    -1,    -1,    -1
14721,    -1,    -1,    -1
14732,    -4,    -3,    -1
14741,   -22,   -11,     1
14752,   -19,    -6,    -1
14762,    -2,    -1,    -1
14771,     9,     2,     0
14781,    12,     4,     2
14791,     3,     1,     3
14801,    -3,    -2,     2
14811,    -6,    -3,     0
14821,    -3,    -1,     0
14831,     2,     0,     0
14841,     5,     2,     0
14852,     3,     1,     0
14862,     4,     1,     0
14871,     1,     0,     0
14881,     0,     0,     0
14891,     1,     0,     0
14902,     1,     0,     0
14912,     2,     0,     0
14921,     3,     1,     0
14931,     1,     1,     0
14941,     1,     1,     0
14952,     0,     1,     0
14962,     0,     1,     2
14971,     0,     1,     2
14981,     0,     0,     3
14991,     0,     0,     4
15001,    -1,    -1,     7
15010,    -1,    -1,     8
15021,     0,    -1,     6
15031,     0,     0,     4
15040,     1,     0,     4
15051,     0,     1,     2
15060,     1,     0,     3
15071,     0,     0,     5
15081,    -1,    -1,     6
15091,    -1,    -1,     6
15102,    -1,     0,     5
15112,    -1,     0,     4
15122,    -1,     0,     3
15132,    -1,     1,     3
15143,    -1,     1,     4
15155,    -1,     0,     6
15164,    -1,     0,     8
15173,    -1,     0,     9
15183,    -1,     0,     9
15193,    -1,    -1,    10
15202,    -1,    -1,    10
15211,    -1,    -1,    10
15221,    -1,    -1,     8
15231,    -1,     0,     8
15240,    -1,     0,     7
15251,    -1,     0,     8
15261,    -1,    -1,    10
15271,    -1,    -1,    13
15281,    -1,    -1,    14
15291,    -1,    -1,    13
15302,    -1,     0,    14
15312,    -1,     0,    14
15322,    -1,     1,    14
15333,    -1,     0,    15
15343,    -1,    -1,    17
15353,    -1,     0,    17
15363,    -1,     0,    17
15373,    -1,     0,    17
15383,    -1,     0,    16
15393,    -2,     0,    16
15402,    -2,     0,    15
15411,    -1,     0,    16
15421,    -2,    -1,    19
15431,    -2,     0,    20
15441,    -2,     0,    21
15451,    -2,     0,    22
15461,    -2,     0,    25
15471,    -2,     0,    27
15481,    -2,     0,    28
15491,    -3,     0,    30
15502,    -2,     0,    31
15513,    -2,     0,    33
15523,    -2,    -1,    37
15533,    -2,    -1,    39
15543,    -1,     0,    37
15553,    -2,     0,    36
15563,    -2,    -1,    37
15573,    -3,    -1,    38
15583,    -2,     0,    38
15593,    -3,     0,    38
15603,    -3,     0,    38
15613,    -2,     0,    38
15623,    -2,     0,    39
15633,    -3,    -2,    41
15643,    -3,    -1,    40
15653,    -3,    -1,    38
15663,    -2,     0,    37
15673,    -2,     0,    36
15684,    -2,     0,    37
15693,    -2,     0,    38
15701,    -2,     0,    38
15711,    -2,     1,    41
15722,    -3,    -1,    44
15731,    -3,     0,    45
15742,    -3,     0,    45
15751,    -3,    -1,    45
15761,    -3,     0,    44
15771,    -2,     0,    43
15781,    -3,     0,    40
15792,    -3,     0,    40
15802,    -3,    -1,    39
15814,    -2,     0,    37
15823,    -2,     0,    34
15834,    -2,     0,    30
15844,    -2,     0,    29
15854,    -2,    -1,    30
15863,    -2,     0,    30
15873,    -2,     0,    30
15883,    -2,     0,    33
15893,    -3,    -1,    34
15903,    -2,    -1,    35
15913,    -2,     0,    34
15923,    -2,     0,    32
15933,    -3,     0,    31
15943,    -2,    -1,    32
15954,    -3,    -1,    35
15964,    -2,    -1,    37
15974,    -2,     0,    37
15984,    -2,     0,    36
15993,    -2,     0,    38
16002,    -3,    -1,    41
16012,    -3,     0,    39
16022,    -3,     0,    39
16032,    -2,     0,    39
16042,    -2,     0,    36
16053,    -2,     0,    34
16062,    -2,     0,    37
16072,    -2,     0,    36
16082,    -2,     0,    36
16093,    -2,     0,    35
16103,    -2,     0,    36
16113,    -2,     0,    38
16123,    -2,     0,    40
16135,    -2,     0,    42
16144,    -2,     0,    44
16154,    -2,     0,    44
16164,    -3,     0,    43
16174,    -3,     0,    42
16184,    -2,     0,    41
16193,    -3,     0,    39
16203,    -2,     0,    41
16212,    -2,     0,    44
16223,    -2,     0,    45
16234,    -3,     0,    45
16242,    -2,     0,    44
16253,    -2,     0,    42
16264,    -2,     0,    42
16273,    -2,     1,    44
16282,    -3,     0,    42
16292,    -2,     1,    37
16303,    -2,     0,    41
16313,    -2,     0,    40
16323,    -3,    -1,    45
16333,    -3,    -1,    47
16343,    -2,     0,    44
16354,    -2,     1,    38
16364,    -1,     0,    38
16374,    -2,     0,    39
16384,    -3,    -1,    43
16394,    -3,    -1,    39
16403,    -2,     0,    42
16412,    -3,     0,    38
16422,    -2,     0,    37
16433,    -3,     0,    38
16443,    -4,    -1,    45
16452,    -4,    -1,    43
16462,    -2,     0,    42
16473,    -2,     0,    40
16483,    -3,     0,    39
16493,    -2,    -1,    38
16502,    -2,     0,    35
16513,    -2,    -1,    36
16523,    -3,    -1,    33
16534,    -2,     0,    33
16544,    -2,     0,    34
16554,    -1,     0,    34
16564,    -2,     0,    32
16574,    -3,    -1,    32
16584,    -2,     0,    30
16593,    -1,     0,    26
16603,    -1,     0,    24
16613,    -1,     0,    25
16622,    -1,     0,    26
16633,    -2,     0,    25
16643,    -2,     0,    26
16653,    -1,     0,    25
16662,    -2,     0,    24
16672,    -2,     0,    26
16683,    -2,     0,    28
16693,    -1,     0,    28
16703,    -2,     0,    27
16713,    -2,    -1,    27
16723,    -2,     0,    27
16733,    -1,     0,    27
16743,    -1,     0,    27
16753,    -2,     0,    28
16763,    -2,     0,    27
16774,    -2,     0,    28
16784,    -1,     0,    28
16794,    -1,     0,    27
16804,    -2,     0,    28
16813,    -3,     0,    30
16823,    -2,     0,    32
16834,    -1,     0,    29
16843,    -2,     0,    26
16853,    -1,     0,    27
16863,    -1,     0,    26
16873,    -1,     0,    26
16883,    -2,     0,    26
16893,    -1,     0,    28
16903,    -2,     0,    31
16913,     0,     0,    29
16924,    -1,     1,    26
16934,    -1,     0,    27
16943,    -1,     0,    26
16954,    -2,     0,    24
16964,    -1,     0,    26
16974,    -1,     0,    27
16984,    -2,     0,    27
16994,    -2,     0,    29
17004,    -1,     0,    26
17015,    -1,     0,    23
17024,    -1,     0,    22
17034,    -1,     0,    20
17044,    -2,     0,    22
17054,    -2,    -1,    22
17064,    -2,    -1,    22
17074,    -2,    -1,    20
17084,    -2,    -1,    16
17094,    -2,    -1,    14
17104,    -2,     0,    13
17114,    -2,     0,    18
17123,    -1,    -1,    20
17133,    -1,    -1,    15
17143,     0,     0,    12
17153,    -1,     0,    11
17163,    -1,     0,    10
17173,    -1,     0,    12
17184,    -2,    -1,    15
17193,    -1,    -1,    12
17204,    -1,    -1,    11
17213,    -1,     0,    14
17223,     0,     0,    11
17233,    -1,    -1,    13
17243,    -1,    -1,    12
17253,    -1,     0,    10
17264,    -1,    -1,    12
17273,    -1,     0,    11
17283,    -1,    -1,     9
17293,    -1,    -1,    11
17304,    -2,    -1,    14
17314,    -1,    -1,    13
17323,    -1,     0,    16
17333,    -1,     0,    19
17343,    -1,     0,    15
17353,    -1,     0,    15
17364,    -1,    -1,    12
17374,    -1,     0,    10
17384,    -1,     0,    12
17394,    -1,    -1,    15
17403,    -1,    -1,    15
17413,    -1,    -1,    14
17423,    -1,    -1,    13
17433,     0,     0,    15
17443,    -1,     0,    16
17453,    -1,     0,    16
17464,    -1,     0,    19
17474,    -1,     0,    19
17483,    -1,     0,    18
17493,    -1,     0,    16
17503,    -1,     0,    14
17514,     0,     0,    10
17524,     0,     0,     5
17534,     0,    -1,     2
17543,     0,    -1,     2
17553,     0,    -1,     3
17564,     0,     0,     6
17574,     0,     0,     7
17584,     0,     0,     7
17594,     0,     0,     8
17603,     0,    -1,     6
17613,     0,    -1,     2
17624,     0,    -1,     0
17634,    -1,    -1,     0
17644,    -1,    -1,     0
17654,     0,    -1,     0
17665,     0,     0,     2
17675,     0,     0,     3
17685,    -1,     0,     3
17695,    -1,     0,     4
17706,    -1,     0,     5
17715,    -1,    -1,     4
17723,    -1,    -1,     5
17733,    -1,    -1,     5
17742,    -1,    -1,     4
17753,    -1,    -1,     3
17763,    -1,    -1,     2
17773,     0,     0,     1
17783,    -1,     0,     1
17793,    -1,     0,     2
17803,    -1,     0,     3
17813,    -1,    -1,     6
17823,    -1,    -1,     7
17833,    -1,    -1,     7
17844,    -1,    -1,     8
17854,    -1,    -1,     8
17864,    -1,    -1,     6
17873,    -1,    -1,     6
17884,    -1,    -1,     8
17894,    -1,    -1,     7
17904,    -1,     0,     6
17914,    -1,     0,     6
17925,     0,     0,     4
17935,     0,     0,     1
17945,     0,     0,     0
17955,     0,     0,     0
17965,     0,    -1,     0
17975,    -1,    -1,     0
17985,    -1,    -1,     1
17995,    -1,     0,     0
18005,     0,     0,     0
18015,     0,     0,     0
18025,     0,     0,     0
18035,     0,     0,     0
18045,     0,    -1,     1
18055,    -1,    -1,     2
18065,    -1,    -1,     4
18075,    -1,    -1,     5
18085,    -1,    -1,     3
18095,     0,    -1,     2
18105,     0,     0,     1
18115,     0,     0,     1
18125,     0,     0,     0
18135,     0,     0,     0
18145,     0,     0,     0
18155,     0,     0,     0
18165,     0,    -1,    -1
18175,    -1,    -1,    -1
18185,    -1,    -1,    -1
18195,    -1,    -1,    -1
18205,    -1,    -1,     0
18215,    -1,    -1,    -1
18225,    -1,    -1,    -1
18235,    -1,    -1,    -1
18245,    -1,    -1,    -1
18255,    -1,    -1,     0
18265,    -1,    -1,     0
18275,    -1,    -1,     0
18285,    -1,    -1,    -1
18295,    -1,    -1,     0
18305,    -1,    -1,     0
18315,    -1,    -1,     0
18325,    -1,    -1,     0
18335,    -1,    -1,     0
18345,    -1,    -1,     0
18355,     0,    -1,     0
18365,     0,    -1,     0
18375,     0,     0,    -1
18385,     0,     0,     0
18395,     0,     0,     0
18405,     0,     0,     0
18415,     0,     0,     0
18424,     0,     0,     0
18433,     0,     0,     0
18444,    -1,     0,     0
18453,    -1,     0,    -1
18463,    -1,     0,    -1
18474,    -1,    -1,    -1
18483,    -1,    -1,     0
18493,    -1,    -1,    -1
18503,    -1,    -1,    -1
18513,    -1,    -1,     0
18526,    -1,    -1,    -1
18536,    -1,    -1,    -1
18546,    -1,    -1,    -1
18556,    -1,    -1,    -1
18565,    -1,    -1,     0
18575,    -1,     0,     0
18586,     0,     0,     0
18596,     0,     0,     0
18606,     0,     0,     0
18616,    -1,     0,     0
18626,    -1,     0,     0
18636,    -1,     0,     0
18646,    -1,     0,    -1
18656,    -1,    -1,     0
18666,     0,    -1,     0
18676,     0,    -1,    -1
18686,    -1,    -1,    -1
18696,     0,    -1,    -1
18706,    -1,    -1,     0
18716,     0,    -1,     0
18726,     0,    -1,     0
18736,     0,    -1,     0
18746,     0,     0,    -1
18756,     0,    -1,     0
18766,     0,     0,     0
18776,     0,     0,     0
18786,     0,     0,    -1
18796,     0,    -1,     0
18805,     0,     0,     0
18816,     0,    -1,    -1
18826,     0,    -1,     0
18835,    -1,    -1,     0
18846,    -1,    -1,    -1
18856,    -1,    -1,     0
18865,    -1,    -1,     0
18875,    -1,    -1,    -1
18885,    -1,    -1,    -1
18895,    -1,    -1,    -1
18905,     0,    -1,     0
18915,     0,    -1,     0
18926,     0,    -1,     0
18936,     0,    -1,     0
18946,    -1,    -1,     0
18956,     0,    -1,     0
18966,     0,    -1,     0
18976,     0,    -1,     0
18986,     0,    -1,     0
18996,     0,    -1,     0
19005,    -1,    -1,     0
19016,    -1,    -1,     0
19026,     0,    -1,     0
19036,     0,     0,     0
19046,     0,     0,     0
19056,     0,     0,    -1
19066,     0,     0,     0
19075,     0,     0,     0
19085,     0,     0,    -1
19095,     0,     0,     0
19105,     0,     0,     0
19116,     0,     0,     0
19126,    -1,     0,     0
19136,    -1,     0,    -1
19146,    -1,     0,    -1
19156,    -1,     0,    -1
19166,    -1,     0,     0
19176,     0,     0,     0
19186,     0,     0,    -1
19196,     0,     0,    -1
19206,    -1,     0,    -1
19216,    -1,     0,    -1
19226,    -1,     0,    -1
19236,    -1,     0,    -1
19246,    -1,     0,    -1
19256,    -1,     0,    -1
19266,     0,     0,    -1
19276,     0,     0,    -1
19286,     0,     0,    -1
19296,     0,    -1,    -1
19306,     0,    -1,    -1
19316,     0,    -1,     0
19326,     0,     0,     0
19336,     0,     0,     0
19346,     0,    -1,    -1
19356,     0,    -1,    -1
19366,     0,    -1,    -1
19376,     0,    -1,    -1
19386,     0,    -1,     0
19396,    -1,    -1,    -1
19405,    -1,    -1,    -1
19416,     0,    -1,    -1
19425,     0,    -1,    -1
19437,    -1,    -1,    -1
19445,     0,    -1,     0
19455,     0,    -1,     0
19465,    -1,    -1,     0
19475,     0,     0,     0
19485,    -1,    -1,    -1
19495,    -1,    -1,    -1
19505,    -1,    -1,    -1
19515,    -1,    -1,    -1
19525,    -1,    -1,    -1
19537,    -1,    -1,     0
19544,     0,     0,     0
19554,     0,     0,     0
19564,    -1,    -1,     0
19575,    -1,    -1,     0
19584,    -1,    -1,     0
19594,    -1,    -1,    -1
19604,    -1,    -1,     0
19614,     0,     0,    -1
19625,     0,     0,     0
19636,     0,     0,     0
19645,     0,     0,     0
19655,     0,     0,     0
19665,     0,     0,     0
19675,     0,     0,    -1
19685,     0,    -1,    -1
19696,    -1,    -1,    -1
19706,    -1,    -1,    -1
19716,     0,     0,     0
19725,     0,     0,     0
19735,     0,     0,     0
19744,     0,     0,     0
19755,    -1,     0,     0
19764,    -1,     0,    -1
19774,    -1,     0,    -1
19785,    -1,     0,    -1
19795,    -1,     0,    -1
19805,    -1,     0,    -1
19815,    -1,     0,    -1
19824,    -1,    -1,    -1
19835,     0,     0,     0
19845,     0,    -1,     0
19854,     0,     0,     0
19864,     0,    -1,     0
19875,     0,     0,     0
19885,    -1,    -1,    -1
19895,    -1,    -1,    -1
19904,     0,    -1,     0
19915,     0,     0,    -1
19924,     0,     0,     0
19935,     0,     0,     0
19945,     0,     0,     0
19955,     0,     0,    -1
19965,     0,    -1,    -1
19976,     0,    -1,    -1
19986,     0,    -1,     0
19996,     0,    -1,     0
20005,     0,     0,     0
20015,     0,     0,     0
20025,     0,     0,     0
20032,     0,     0,    -1
20042,     0,    -1,    -1
20052,    -1,    -1,    -1
20063,    -1,    -1,    -1
20072,    -1,    -1,    -1
20082,    -1,    -1,    -1
20092,    -1,     0,    -1
20102,    -1,     0,    -1
20113,     0,     0,     0
20123,     0,     0,     0
20132,     0,     0,     0
20143,     0,     0,     0
20153,     0,     0,     0
20162,    -1,     0,    -1
20172,    -1,     0,     0
20182,    -1,    -1,    -1
20193,    -1,    -1,    -1
20202,     0,    -1,     0
20212,     0,     0,     0
20222,     0,    -1,     0
20233,     0,    -1,     0
20242,    -1,    -1,     0
20252,    -1,    -1,     0
20263,    -1,    -1,     0
20273,    -1,    -2,     0
20283,    -1,    -1,     0
20293,    -1,    -1,     0
20302,     0,    -1,     0
20313,     0,    -1,     0
20323,     0,    -1,     0
20333,     0,    -1,     0
20343,     0,    -1,     0
20352,     0,    -1,     1
20363,     0,    -1,     0
20372,     0,    -1,     0
20383,    -1,    -1,     0
20393,    -1,    -1,     0
20403,    -1,     0,     0
20413,    -1,     0,    -1
20422,     0,     0,     0
20433,     0,     0,     0
20443,     0,     0,     0
20453,     0,     0,     0
20462,     0,     0,     0
20473,    -1,     0,     0
20483,    -1,     0,    -1
20493,    -1,     0,     0
20503,    -1,     0,     0
20512,    -1,     0,     0
20523,    -1,     0,    -1
20533,    -1,     0,     0
20543,    -1,     0,    -1
20553,     0,    -1,     0
20563,     0,    -1,     0
20573,     0,    -1,     0
20582,     0,    -1,     0
20593,     0,    -1,    -1
20602,     0,    -1,    -1
20613,     0,    -1,    -1
20623,     0,    -1,    -1
20633,     0,    -1,    -1
20643,     0,    -1,    -1
20653,     0,     0,     0
20663,     0,     0,     0
20673,     0,     0,     0
20683,    -1,     0,     0
20693,    -1,     0,     0
20703,    -1,     0,     0
20713,    -1,     0,    -1
20723,    -1,     1,    -1
20736,    -1,     1,    -2
20746,    -1,     0,    -1
20756,    -1,     0,    -1
20766,    -1,     0,    -1
20776,    -1,     0,    -1
20786,    -1,    -1,    -1
20796,    -1,    -1,     0
20806,    -1,    -1,     0
20816,     0,    -1,     0
20826,     0,    -1,     0
20836,     0,    -1,     0
20846,     0,    -1,     1
20856,     0,    -1,     0
20866,     0,    -1,     0
20876,     0,    -1,     1
20886,     0,    -1,     1
20896,     0,    -1,     1
20906,     0,    -1,     2
20916,     0,    -1,     2
20926,     0,    -1,     1
20936,     0,     0,     0
