time,gyrx,gyry,gyrz
930,    -1,    -1,    -1
941,    -1,    -1,     0
951,    -1,    -1,    -1
961,    -1,    -1,     0
971,    -1,    -1,     0
981,    -1,     0,     0
991,     0,     0,     0
1001,     0,     0,     0
1010,     0,    -1,     0
1021,     0,    -1,     0
1031,     0,     0,     0
1041,     0,    -1,     0
1051,     0,    -1,    -1
1060,     0,    -1,    -1
1070,     0,    -1,     0
1080,     0,    -1,     0
1091,     0,    -1,     0
1098,     0,    -1,     0
1108,     0,    -1,     0
1118,     0,    -1,     0
1127,     0,    -1,     0
1137,     0,     0,     0
1148,     0,     0,     0
1157,    -1,     0,    -1
1168,    -1,     0,     0
1177,    -1,     0,     0
1187,    -1,     0,     0
1197,    -1,     0,     0
1208,    -1,    -1,     0
1218,    -1,    -1,     0
1227,    -1,    -1,     0
1237,    -1,     0,     0
1248,    -1,     0,    -1
1257,    -1,    -1,    -1
1268,    -1,    -1,    -1
1277,    -1,     0,    -1
1288,     0,     0,    -1
1298,     0,     0,     0
1307,     0,    -1,     0
1318,     0,     0,     0
1328,     0,     0,    -1
1338,     0,     0,    -1
1348,     0,    -1,     0
1357,     0,    -1,     0
1368,     0,    -1,     0
1378,     0,    -1,    -1
1388,     0,    -1,     0
1398,     0,    -1,    -1
1408,     0,    -1,     0
1417,     0,    -1,     0
1428,     0,     0,    -1
1438,    -1,    -1,     0
1448,    -1,    -1,    -1
1458,    -1,     0,    -1
1468,    -1,     0,     0
1478,    -1,    -1,     0
1488,    -1,     0,    -1
1498,    -1,    -1,    -1
1508,    -1,    -1,    -1
1518,    -1,    -1,     0
1528,    -1,    -1,     0
1538,    -1,    -1,     0
1548,    -1,    -1,    -1
1558,    -1,    -1,    -1
1568,    -1,    -1,    -1
1578,     0,    -1,     0
1588,     0,     0,    -1
1598,     0,    -1,     0
1608,     0,    -1,     0
1618,     0,     0,     0
1628,     0,     0,    -1
1638,     0,    -1,     0
1648,     0,    -1,     0
1658,     0,    -1,    -1
1668,     0,    -1,     0
1678,     0,    -1,    -1
1688,     0,    -1,     0
1698,     0,    -1,     0
1708,     0,    -1,    -1
1718,     0,    -1,    -1
1728,     0,     0,     0
1738,    -1,     0,    -1
1748,    -1,    -1,    -1
1758,    -1,     0,    -1
1768,    -1,     0,    -1
1778,    -1,    -1,    -1
1788,    -1,     0,    -1
1798,    -1,    -1,     0
1812,    -1,    -1,    -1
1822,    -1,    -1,     0
1833,    -1,    -1,     0
1843,    -1,     0,     0
1852,    -1,    -1,     0
1862,    -1,    -1,     0
1872,     0,     0,     0
1882,     0,    -1,     0
1892,     0,     0,     0
1901,     0,     0,    -1
1910,     0,     0,     0
1920,     0,    -1,     0
1931,     0,    -1,     0
1941,     0,    -1,     0
1950,     0,    -1,     0
1961,     0,    -1,    -1
1971,     0,    -1,     0
1981,     0,    -1,     0
1990,     0,    -1,     0
2000,     0,    -1,     0
2011,     0,    -1,    -1
2021,     0,     0,     0
2030,     0,    -1,     0
2040,    -1,     0,     0
2051,    -1,     0,    -1
2061,    -1,     0,     0
2071,    -1,     0,    -1
2081,    -1,     0,    -1
2091,    -1,    -1,     0
2100,    -1,    -1,     0
2111,    -1,    -1,    -1
2122,    -1,     0,     0
2132,    -1,    -1,    -1
2141,    -1,    -1,     0
2151,     0,    -1,    -1
2161,     0,    -1,     0
2171,     0,     0,    -1
2181,     0,     0,     0
2191,     0,     0,     0
2202,     0,     0,     0
2212,     0,     0,     0
2221,     0,    -1,     0
2231,     0,    -1,     0
2241,     0,     0,     0
2251,     0,    -1,     0
2261,     0,    -1,     0
2271,     0,    -1,    -1
2281,     0,    -1,     0
2292,     0,    -1,     0
2302,     0,    -1,     0
2311,     0,    -1,     0
2320,    -1,     0,    -1
2331,     0,    -1,     0
2341,    -1,     0,    -1
2351,    -1,     0,    -1
2361,    -1,     0,    -1
2371,    -1,     0,     0
2381,    -1,     0,    -1
2391,    -1,    -1,    -1
2401,    -1,    -1,    -1
2411,    -1,    -1,     0
2421,    -1,    -1,     0
2431,    -1,    -1,    -1
2441,    -1,    -1,     0
2451,    -1,     0,     0
2462,    -1,     0,    -1
2472,     0,    -1,     0
2482,     0,    -1,     0
2492,     0,    -1,     0
2502,     0,     0,     0
2512,     0,     0,     0
2522,     0,    -1,     0
2532,     0,     0,    -1
2542,     0,    -1,     0
2552,     0,    -1,    -1
2563,     0,    -1,     0
2572,     0,    -1,     0
2582,     0,    -1,    -1
2592,     0,    -1,     0
2601,     0,    -1,     0
2609,     0,    -1,     0
2619,    -1,    -1,     0
2629,    -1,     0,     0
2639,    -1,    -1,     0
2649,    -1,    -1,     0
2659,    -1,     0,     0
2669,    -1,    -1,     0
2679,    -1,    -1,     0
2689,    -1,    -1,    -1
2699,    -1,    -1,    -1
2709,    -1,    -1,     0
2718,    -1,    -1,     0
2729,    -1,    -1,     0
2739,    -1,    -1,    -1
2749,    -1,    -1,     0
2759,     0,    -1,    -1
2769,     0,    -1,    -1
2779,     0,     0,     0
2789,     0,     0,     0
2799,     0,     0,     0
2809,     0,     0,     0
2819,     0,    -1,     0
2829,     0,    -1,     0
2839,     0,    -1,     0
2849,     0,    -1,    -1
2859,     0,    -1,    -1
2869,     0,    -1,    -1
2879,     0,    -1,    -1
2889,     0,     0,     0
2899,     0,    -1,    -1
2909,    -1,    -1,     0
2919,    -1,    -1,    -1
2929,    -1,     0,     0
2939,    -1,     0,    -1
2949,    -1,     0,    -1
2959,    -1,     0,    -1
2969,    -1,     0,     0
2979,    -1,     0,    -1
2989,    -1,    -1,     0
2999,    -1,    -1,    -1
3009,    -1,    -1,     0
3019,    -1,    -1,     0
3029,     0,     0,     0
3039,     0,    -1,    -1
3049,     0,    -1,     0
3059,     0,    -1,     0
3069,     0,    -1,     0
3079,     0,     0,     0
3089,     0,    -1,     0
3099,     0,    -1,     0
3109,     0,    -1,     0
3119,     0,    -1,     0
3129,     0,    -1,     0
3139,     0,    -1,     0
3149,     0,    -1,     0
3159,     0,    -1,     0
3169,     0,    -1,    -1
3179,     0,     0,    -1
3189,     0,    -1,     0
3199,     0,    -1,     0
3209,     0,    -1,     0
3219,    -1,    -1,    -1
3229,    -1,     0,     0
3239,    -1,     0,    -1
3249,    -1,     0,     0
3259,    -1,     0,     0
3269,    -1,     0,     0
3279,    -1,    -1,     0
3289,    -1,    -1,    -1
3299,    -1,    -1,    -1
3310,    -1,    -1,     0
3322,    -1,    -1,     0
3332,    -1,    -1,     0
3342,    -1,    -1,     0
3352,     0,     0,     0
3362,     0,     0,    -1
3372,     0,     0,     0
3382,     0,     0,     0
3393,    -1,    -1,     0
3403,    -1,    -1,     0
3411,    -1,    -1,    -1
3419,    -1,    -1,    -1
3429,    -1,    -1,     0
3439,    -1,    -1,     0
3449,    -1,    -1,     0
3460,    -1,     0,     0
3469,    -1,     0,    -1
3480,    -1,     0,     0
3489,     0,     0,     0
3499,     0,     0,     0
3509,     0,     0,     0
3519,     0,     0,     0
3530,     0,     0,     0
3539,     0,    -1,     0
3549,     0,    -1,     0
3562,     0,    -1,     0
3569,     0,    -1,    -1
3579,     0,    -1,     0
3589,     0,    -1,     0
3599,     0,    -1,     0
3609,     0,    -1,     0
3620,     0,     0,     0
3630,     0,     0,     0
3639,     0,     0,     0
3650,     0,     0,     0
3659,    -1,     0,     0
3669,    -1,     0,     0
3680,    -1,     0,     0
3689,    -1,    -1,     0
3699,    -1,    -1,    -1
3710,    -1,    -1,    -1
3719,    -1,    -1,    -1
3730,    -1,    -1,     0
3740,    -1,    -1,     0
3750,    -1,    -1,    -1
3760,    -1,    -1,    -1
3769,    -1,     0,     0
3780,    -1,     0,     0
3790,    -1,     0,     0
3800,     0,     0,    -1
3810,     0,     0,     0
3819,     0,     0,     0
3830,     0,    -1,     0
3839,     0,    -1,     0
3849,     0,    -1,     0
3860,    -3,    -2,    -2
3870,    -2,    -1,    -7
3879,     3,     0,   -12
3889,     3,     0,   -14
3900,     2,     1,   -14
3910,     2,     1,    -9
3920,     2,     2,    -3
3930,     4,     2,     0
3940,     2,     2,     0
3949,     2,     1,     0
3960,    -1,     1,     1
3970,    -1,     0,     0
3980,    -3,    -1,     0
3990,    -4,    -1,    -1
4000,    -2,    -1,    -1
4010,    -2,    -1,    -2
4020,    -1,    -1,    -2
4030,     0,    -1,    -1
4040,     0,     0,    -1
4050,     0,     0,    -1
4060,     0,     0,     0
4070,     0,     0,    -1
4080,    -1,     0,     0
4090,    -1,     0,    -1
4100,     0,     0,     0
4110,     0,     0,     0
4123,    -1,     0,     0
4133,    -2,     0,     0
4143,    -2,     1,    -1
4153,    -2,     0,    -1
4163,    -2,     0,    -1
4173,    -2,     1,    -1
4183,    -1,     0,    -1
4193,    -1,     0,    -1
4203,    -1,     0,    -1
4213,    -1,     0,    -1
4222,    -1,     0,     0
4232,    -1,     0,     0
4242,    -1,    -1,     0
4253,    -1,    -1,     0
4262,    -1,    -1,     0
4272,    -1,    -1,     0
4282,    -1,    -1,     1
4292,    -1,    -1,     3
4302,    -1,    -1,     4
4313,    -1,    -1,     4
4320,    -1,    -2,     5
4330,    -2,    -1,     3
4340,    -1,    -1,     1
4350,    -1,    -1,     0
4360,    -1,     0,     0
4370,    -1,     0,     0
4380,    -1,     0,    -1
4390,    -1,     0,     0
4400,     0,     0,     0
4410,     0,     0,     0
4420,     0,     0,     0
4430,     0,     0,     0
4440,     0,    -1,     0
4450,     0,    -1,     0
4460,     0,    -1,     0
4470,     0,    -1,     0
4480,     0,    -1,     0
4490,     0,    -1,     0
4500,     0,    -1,     0
4510,     0,    -1,     0
4520,    -1,    -1,     1
4530,     0,    -1,     1
4540,    -1,    -1,     1
4550,    -1,    -1,     1
4560,    -1,    -1,     2
4570,    -1,    -1,     3
4580,    -1,    -1,     3
4590,    -1,    -1,     3
4600,    -1,     0,     3
4610,    -1,    -1,     2
4620,    -1,     0,     1
4630,    -1,    -1,     1
4640,    -1,     0,     0
4650,    -1,     0,     0
4660,    -1,    -1,     0
4670,    -1,     0,     2
4680,    -1,     0,     2
4690,    -1,     0,     2
4700,     0,    -1,     2
4710,     0,    -1,     4
4720,     0,     0,     5
4730,    -1,     0,     7
4741,    -1,    -1,     7
4750,    -1,    -1,     8
4760,    -1,    -1,    10
4770,    -1,     0,    12
4781,    -1,    -1,    15
4790,    -1,     0,    16
4800,    -1,     0,    18
4810,    -1,     0,    20
4820,    -2,     0,    22
4831,    -2,    -1,    22
4840,    -2,    -1,    23
4851,    -1,    -1,    22
4860,    -2,     0,    19
4870,    -2,     0,    21
4881,    -2,     1,    21
4890,    -2,     0,    23
4900,    -1,     0,    21
4910,    -1,     0,    23
4921,    -2,     0,    24
4930,    -2,     0,    27
4941,    -2,     0,    28
4951,    -2,     0,    29
4960,    -3,    -1,    34
4971,    -2,     0,    32
4980,    -2,     0,    31
4990,    -3,    -1,    34
5000,    -3,    -1,    35
5011,    -2,    -1,    36
5020,    -2,    -1,    33
5034,    -2,     0,    30
5044,    -1,     0,    30
5054,    -1,     0,    29
5064,    -1,     0,    26
5074,    -1,     0,    24
5083,    -1,     1,    22
5093,    -1,    -1,    22
5104,    -1,    -1,    19
5114,    -1,     0,    21
5123,    -1,     0,    27
5131,    -2,     0,    26
5141,    -2,     0,    27
5151,    -2,     0,    30
5161,    -2,     0,    26
5171,    -2,     0,    21
5180,    -2,    -1,    19
5191,    -2,     0,    21
5201,    -2,     0,    21
5210,    -2,     0,    23
5221,    -2,     0,    24
5231,    -2,     0,    24
5241,    -2,    -1,    25
5251,    -2,     0,    26
5261,    -2,     0,    26
5271,    -2,    -1,    25
5281,    -2,    -1,    23
5291,    -1,     0,    21
5301,    -1,     0,    21
5311,    -1,     0,    21
5321,    -1,     0,    20
5331,    -1,     0,    23
5341,    -1,     0,    21
5351,    -1,     0,    20
5361,    -1,     0,    18
5371,    -1,    -1,    21
5381,    -2,    -1,    24
5391,    -1,     0,    23
5401,    -1,     0,    24
5411,    -1,     0,    23
5421,    -2,     0,    25
5431,    -2,     0,    30
5441,    -2,     0,    34
5451,    -2,     1,    32
5461,    -2,     1,    36
5471,    -2,     0,    37
5481,    -2,     0,    33
5491,    -2,    -1,    29
5501,    -2,    -1,    26
5511,    -2,     0,    25
5521,    -2,     0,    24
5531,    -1,     0,    23
5541,    -2,     0,    24
5551,    -2,     0,    27
5561,    -3,    -2,    31
5571,    -3,    -2,    29
5581,    -3,    -2,    28
5591,    -5,    -2,    27
5601,    -4,    -2,    27
5611,    -5,    -2,    30
5621,    -4,    -2,    30
5631,    -2,    -1,    27
5641,     0,     0,    25
5651,    -1,     0,    24
5661,    -2,    -1,    23
5671,    -1,     0,    21
5681,    -1,     0,    19
5691,    -1,     0,    19
5701,     1,     0,    19
5711,     1,     0,    18
5721,     0,     0,    20
5731,     0,     0,    23
5741,    -1,     0,    26
5751,     0,     0,    26
5761,    -1,     0,    27
5771,    -1,     0,    30
5781,    -2,     0,    28
5791,    -2,     0,    23
5801,     0,     0,    17
5811,     0,     1,    15
5821,     0,     1,    18
5834,    -1,     0,    18
5845,    -1,     0,    18
5854,    -1,     0,    16
5864,    -1,     0,    18
5874,    -1,     0,    18
5884,    -1,     0,    18
5894,    -1,     0,    18
5904,    -1,     0,    19
5915,    -1,     0,    18
5925,    -1,     0,    20
5935,    -1,     0,    22
5944,    -1,     0,    22
5954,    -2,     0,    23
5964,    -2,    -1,    26
5974,    -2,     0,    28
5984,    -1,     0,    32
5994,    -2,     0,    34
6005,    -2,     0,    33
6014,    -2,    -1,    35
6024,    -2,     0,    35
6034,    -2,    -1,    34
6045,    -1,     1,    29
6055,    -2,     1,    27
6065,    -1,     0,    28
6074,    -2,     1,    27
6084,    -2,     0,    30
6094,    -2,     1,    29
6104,    -2,     0,    29
6114,    -2,     0,    34
6125,    -2,     0,    37
6135,    -2,    -1,    38
6146,    -2,    -1,    34
6156,    -2,    -1,    29
6166,    -1,     0,    30
6175,    -2,     0,    31
6185,    -2,    -1,    32
6195,    -2,    -1,    33
6205,    -2,    -1,    32
6215,    -1,    -1,    32
6225,    -1,     0,    32
6234,    -1,     0,    33
6244,    -2,    -1,    30
6254,    -2,     0,    31
6264,    -2,     0,    32
6274,    -2,     0,    33
6284,    -2,     1,    31
6294,    -1,    -1,    30
6304,    -2,     0,    29
6314,    -2,    -1,    28
6324,    -2,     0,    27
6334,    -1,     0,    28
6345,    -2,     0,    29
6354,    -3,    -1,    30
6364,    -2,    -1,    34
6375,    -2,     0,    31
6384,    -1,     0,    26
6395,    -2,    -1,    24
6407,    -2,    -1,    24
6415,    -2,    -1,    25
6424,    -2,    -1,    26
6434,    -1,     0,    25
6442,    -2,     1,    23
6452,    -2,     0,    25
6462,    -3,     0,    27
6472,    -2,     0,    30
6482,    -2,     0,    31
6492,    -3,    -1,    30
6502,    -2,     0,    31
6512,    -2,     0,    30
6522,    -2,    -1,    28
6532,    -2,     0,    26
6542,    -2,     0,    26
6551,    -2,     0,    28
6562,    -2,    -1,    27
6572,    -1,     0,    30
6582,    -1,     0,    34
6592,    -2,    -1,    31
6602,    -2,     0,    31
6612,    -2,     0,    31
6621,    -2,    -1,    30
6632,    -2,    -1,    29
6642,    -2,    -1,    29
6652,    -2,    -1,    26
6662,    -2,     0,    24
6672,    -2,     0,    23
6682,    -2,     0,    19
6692,    -2,     0,    20
6702,    -1,     0,    18
6712,    -1,     0,    18
6722,    -2,     0,    18
6732,    -2,    -1,    19
6742,    -1,     0,    16
6752,    -1,    -1,    15
6762,    -1,     0,    13
6772,    -1,     0,    11
6782,    -1,     0,     9
6792,    -2,    -1,    11
6802,    -1,    -1,    12
6812,    -1,    -1,    12
6822,    -1,    -1,    13
6832,    -1,    -1,    12
6842,    -1,    -1,    13
6852,    -1,     0,    13
6862,    -1,    -1,    11
6872,    -1,    -1,    11
6882,    -1,    -1,     9
6892,    -1,     0,     9
6902,    -1,    -1,    11
6912,    -1,    -1,    13
6922,    -1,     0,    14
6932,    -1,    -1,    18
6942,    -2,    -1,    19
6952,    -1,    -1,    17
6962,     0,    -1,    11
6972,    -1,     0,     8
6982,    -1,     0,     7
6993,    -1,     0,     6
7002,    -1,     0,     7
7012,    -1,     0,    10
7022,    -1,    -1,    11
7032,    -1,     0,    11
7047,    -1,    -1,    12
7052,    -1,     0,     9
7062,    -1,     0,     9
7072,    -1,    -1,    10
7082,    -1,    -1,     9
7092,    -1,    -1,     8
7102,    -1,    -1,    11
7112,    -1,    -1,    11
7122,    -1,     0,    13
7132,    -1,     0,    15
7146,    -1,    -1,    16
7156,    -2,     0,    16
7166,    -1,    -1,    16
7175,    -1,     0,    16
7185,    -1,     0,    16
7195,    -1,     0,    16
7205,    -1,     0,    22
7216,     0,    -1,    21
7225,    -1,     0,    17
7235,    -1,     0,    15
7243,    -1,     0,    11
7253,    -1,     0,    13
7262,    -1,    -1,    11
7273,     0,     0,     7
7282,    -1,     0,     6
7293,     0,    -1,     3
7302,     0,    -1,     2
7312,     0,    -1,     3
7322,    -1,     0,     5
7333,     0,    -1,     3
7342,    -1,     0,     3
7353,    -1,    -1,     3
7362,    -1,    -1,     1
7372,    -1,     0,     0
7383,    -1,     0,     0
7392,     0,     0,     0
7402,     0,     0,     0
7412,     0,     0,     0
7423,    -1,     1,     1
7432,    -1,     1,     3
7442,    -1,    -1,    16
7453,    -1,    -1,    17
7463,     0,     0,    14
7472,    -1,     0,    12
7482,    -1,     0,    14
7492,    -1,     0,    12
7503,    -1,     0,    12
7512,    -2,     0,    13
7523,    -1,    -1,    11
7532,    -1,    -1,     9
7543,    -1,    -1,     7
7553,    -1,     0,     7
7563,    -1,    -1,    10
7573,    -1,    -1,    11
7583,    -1,    -1,     9
7592,    -1,    -1,     8
7603,     0,    -1,     4
7613,     0,    -1,     1
7623,     0,     0,     1
7633,     0,     0,     0
7642,     0,     0,     0
7653,     0,     0,     1
7663,     0,     0,     2
7673,     0,     0,     5
7682,    -1,     0,     6
7693,     0,     0,     3
7703,     0,    -1,     2
7713,    -1,     0,     3
7723,    -1,     0,     3
7733,    -1,    -1,     3
7743,     0,     0,     1
7753,     0,     0,     0
7763,    -1,     0,     0
7773,    -1,     0,     0
7783,    -1,     0,    -1
7793,    -1,     0,     0
7803,     0,     0,     0
7813,     0,     0,     0
7823,     0,     0,     0
7833,     0,     0,     1
7843,     0,     0,     2
7852,    -1,     0,     4
7863,    -1,    -1,     4
7873,    -1,    -1,     3
7883,    -1,    -1,     3
7893,    -1,    -1,     2
7903,     0,     0,     1
7913,     0,     0,     1
7923,     0,     0,     1
7933,    -1,     0,     2
7943,    -1,    -1,     3
7955,    -1,    -1,     4
7965,    -1,    -1,     3
7975,    -1,    -1,     2
7985,    -1,    -1,     1
7996,    -1,    -1,     1
8005,    -1,    -1,     1
8015,    -1,     0,     1
8025,    -1,     0,     0
8036,    -1,     0,     0
8045,    -1,     0,    -1
8056,    -1,     0,     0
8066,    -1,     0,    -1
8076,     0,     0,    -1
8086,     0,     0,     0
8096,     0,     0,     0
8106,     0,    -1,     0
8118,     0,     0,     0
8126,     0,     0,     0
8136,     0,     0,     0
8146,     0,     0,     0
8156,     0,     0,     0
8165,     0,    -1,    -1
8176,     0,    -1,    -1
8185,     0,     0,     0
8195,     0,    -1,    -1
8205,     0,    -1,    -1
8215,     0,    -1,    -1
8225,     0,     0,     0
8235,     0,     0,    -1
8246,     0,    -1,     0
8256,     0,     0,     0
8266,     0,     0,    -1
8275,     0,    -1,     0
8286,     0,    -1,     0
8295,     0,    -1,    -1
8305,     0,    -1,     0
8316,     0,    -1,    -1
8326,     0,    -1,     0
8335,     0,    -1,    -1
8345,     0,    -1,    -1
8355,    -1,    -1,    -1
8365,    -1,    -1,    -1
8376,    -1,    -1,    -1
8386,    -1,    -1,     0
8396,     0,    -1,    -1
8406,     0,    -1,     0
8415,     0,    -1,     0
8425,     0,    -1,     0
8435,     0,    -1,     0
8446,     0,    -1,    -1
8456,     0,    -1,     0
8465,     0,    -1,    -1
8475,     0,    -1,    -1
8485,     0,    -1,     0
8496,    -1,    -1,    -1
8506,    -1,    -1,    -1
8516,    -1,    -1,     0
8525,    -1,    -1,     0
8536,    -1,    -1,     0
8546,    -1,     0,     0
8555,    -1,     0,    -1
8565,     0,     0,     0
8575,     0,     0,     0
8586,     0,     0,     0
8596,     0,    -1,     0
8606,     0,    -1,    -1
8616,     0,    -1,     0
8625,    -1,    -1,    -1
8636,    -1,    -1,    -1
8646,    -1,    -1,     0
8656,    -1,    -1,     0
8665,    -1,    -1,    -1
8676,    -1,    -1,    -1
8686,    -1,    -1,    -1
8696,    -1,    -1,    -1
8706,     0,    -1,    -1
8715,     0,    -1,    -1
8726,     0,    -1,    -1
8736,     0,    -1,    -1
8746,     0,     0,    -1
8756,    -1,    -1,    -1
8766,    -1,    -1,    -1
8775,     0,    -1,    -1
8786,     0,    -1,    -1
8796,     0,     0,    -1
8807,     0,     0,    -1
8816,     0,     0,    -1
8826,     0,     0,    -1
8836,     0,     0,    -1
8846,     0,    -1,    -1
8854,    -1,    -1,    -1
8864,     0,    -1,    -1
8874,     0,    -1,    -1
8883,     0,    -1,    -1
8893,     0,    -1,    -1
8903,     0,    -1,    -1
8914,     0,     0,    -1
8924,    -1,    -1,    -1
8933,     0,    -1,    -1
8944,    -1,     0,     0
8953,    -1,     0,     0
8964,     0,     0,     0
8974,    -1,     0,     0
8983,    -1,     0,     0
8994,     0,     0,    -1
9004,     0,     0,    -1
9014,     0,     0,    -1
9024,     0,     0,     0
9034,     0,     0,     0
9044,     0,     0,     0
9053,     0,     0,     0
9064,     0,     0,     0
9074,     0,     0,     0
9084,     0,     0,    -1
9094,     0,    -1,    -1
9104,    -1,    -1,    -1
9113,    -1,    -1,    -1
9124,    -1,    -1,    -1
9134,    -1,    -1,    -1
9144,     0,    -1,     0
9154,     0,     0,     0
9164,     0,     0,    -1
9174,     0,     0,    -1
9184,     0,     0,    -1
9194,     0,     0,    -1
9204,     0,     0,     0
9214,     0,     0,     0
9224,     0,     0,     0
9234,     0,    -1,     0
9244,     0,    -1,     0
9254,    -1,     0,     0
9264,    -1,     0,     0
9274,    -1,     0,     0
9284,    -1,     0,     0
9294,    -1,     0,     0
9304,    -1,    -1,     0
9314,     0,    -1,     0
9324,     0,    -1,     0
9334,     0,    -1,     0
9344,     0,    -1,     0
9354,     0,    -1,     0
9364,     0,    -1,     0
9374,     0,    -1,     0
9384,    -3,     0,    -2
9394,    -1,     1,   -12
9404,     0,     0,   -12
9414,     0,     0,   -12
9424,     0,     0,   -10
9434,     0,     0,    -8
9444,     0,     0,    -7
9454,     0,    -1,    -6
9464,     0,    -1,    -3
9474,     0,    -1,    -1
9484,     0,    -1,     0
9494,     0,    -1,     0
9504,     0,    -1,     0
9514,     0,    -1,    -1
9524,     0,    -1,     0
9534,     0,    -1,     0
9544,     0,    -1,     0
9554,    -1,     0,     0
9566,    -1,     0,     0
9576,    -1,     0,    -1
9587,    -1,     0,     0
9596,     0,     0,     0
9606,     0,     0,     0
9617,     0,     0,     0
9627,     0,    -1,     0
9636,     0,    -1,     0
9646,     0,    -1,     0
9657,     0,    -1,     0
9664,     0,    -1,     0
9674,    -1,     0,     0
9684,    -1,    -1,     0
9694,    -1,     0,     0
9704,    -1,    -1,     0
9714,    -1,    -1,     0
9724,     0,    -1,     0
9734,     0,    -1,     0
9744,     0,    -1,     0
9754,     0,    -1,     0
9764,     0,    -1,     0
9774,     0,    -1,     0
9784,     0,    -1,    -1
9794,     0,    -1,     0
9804,     0,     0,    -1
9814,     0,    -1,     0
9824,     0,    -1,    -1
9834,    -1,     0,    -1
9844,    -1,     0,     0
9854,    -1,     0,    -1
9865,    -1,     0,    -1
9874,    -1,     0,    -1
9885,    -1,     0,    -1
9894,    -1,     0,    -1
9904,    -1,     0,     0
9914,     0,     0,     0
9925,     0,    -1,     0
9935,     0,    -1,     0
9945,     0,    -1,     0
9954,     0,    -1,    -1
9964,     0,    -1,     0
9975,     0,    -1,    -1
9984,    -1,     0,    -1
9994,    -1,     0,    -1
10004,    -1,     0,    -1
10014,    -1,     0,    -1
10025,    -1,     0,    -1
10035,    -1,     0,    -1
10044,     0,    -1,    -1
10054,     0,    -1,     0
10064,     0,    -1,     0
10074,     0,    -1,     0
10085,     0,    -1,    -1
10094,     0,    -1,    -1
10104,     0,    -1,     0
10114,     0,    -1,     0
10124,    -1,     0,    -1
10134,    -1,     0,     0
10145,     0,     0,     0
10154,    -1,     0,     0
10164,    -1,     0,     0
10175,    -1,     0,     0
10185,     0,     0,    -1
10195,     0,     0,     0
10204,     0,     0,     0
10215,     0,    -1,     0
10225,     0,    -1,     0
10234,    -1,    -1,     0
10245,     0,     0,     0
10255,    -1,     0,    -1
10265,    -1,    -1,    -1
10274,    -1,     0,    -1
10285,    -1,     0,    -1
10295,     0,    -1,     0
10305,     0,    -1,     0
10315,     0,    -1,     0
10325,    -1,    -1,     0
10334,     0,    -1,    -1
10345,    -1,    -1,     0
10355,     0,    -1,     0
10366,     0,    -1,     0
10377,    -1,    -1,    -1
10387,    -1,    -1,     0
10397,     0,    -1,     0
10407,     0,     0,    -1
10417,     0,    -1,    -1
10428,    -1,     0,     0
