time,accx,accy,accz
2250,   -19,   -52,    54
2259,   -23,   -36,    32
2268,   -17,   -37,    30
2277,   -25,   -37,    13
2287,   -42,   -35,     6
2297,   -28,    -5,    45
2307,    19,    -1,    -7
2317,    17,     1,    21
2327,     4,    -2,    70
2337,    18,     0,    25
2347,    34,    11,    -4
2358,    23,    18,    37
2369,     8,    21,    70
2379,    -2,    29,    57
2389,    -8,     8,    62
2399,    -7,   -17,    81
2410,    -3,   -16,    72
2420,     0,   -27,    90
2430,    -3,   -35,    87
2441,    -9,   -55,    81
2451,    -4,   -54,    74
2459,     7,   -37,    44
2467,    11,   -25,    44
2476,    10,   -14,    51
2486,    13,    -5,    51
2496,     7,    -1,    52
2507,    -1,     9,    55
2517,     0,    12,    50
2527,     7,    36,    29
2536,    10,    22,    52
2546,    20,    17,    64
2558,    27,    25,    55
2569,    28,    59,    62
2579,    35,   104,    83
2589,    28,   154,   112
2599,    16,   174,   126
2609,    28,   175,   144
2620,    41,   117,   135
2630,    63,    69,   134
2640,    79,     0,    89
2650,    78,   -84,    23
2659,    62,   -85,   -26
2668,    51,   -24,    -9
2677,    44,    11,    49
2688,    88,   -32,   141
2697,   194,   -61,   237
2708,   299,   -43,   431
2718,   343,   -69,   741
2728,   342,   -64,  1057
2738,   325,   -58,  1310
2748,   251,   -57,  1477
2758,   165,    19,  1528
2768,   117,   106,  1448
2778,    89,   120,  1241
2788,   125,    72,   973
2798,   197,    35,   755
2808,   231,     0,   653
2818,   269,   -38,   608
2828,   310,   -29,   605
2838,   377,   -16,   607
2848,   444,   -79,   631
2858,   485,  -150,   654
2868,   494,  -185,   619
2878,   473,  -151,   531
2888,   452,   -62,   431
2898,   455,     1,   370
2908,   465,   -13,   334
2918,   460,   -43,   301
2928,   470,    34,   259
2938,   478,   119,   235
2948,   482,    96,   262
2959,   496,     6,   292
2969,   501,   -91,   304
2979,   484,  -171,   285
2990,   440,  -174,   210
3000,   372,   -89,    50
3010,   297,    31,  -137
3020,   247,    75,  -307
3030,   239,    18,  -408
3041,   264,   -70,  -438
3051,   256,  -139,  -448
3060,   208,  -121,  -463
3069,   168,   -60,  -506
3078,   147,   -25,  -555
3088,   149,   -87,  -599
3098,   199,  -107,  -627
3108,   241,   -68,  -602
3118,   255,   -85,  -514
3128,   246,  -160,  -407
3138,   236,  -220,  -349
3148,   250,  -204,  -345
3159,   282,   -92,  -351
3169,   314,    68,  -323
3179,   328,   130,  -234
3189,   342,    64,  -129
3200,   341,    42,   -84
3210,   333,    28,  -113
3220,   333,    -6,  -170
3230,   320,     8,  -221
3241,   304,    74,  -248
3251,   300,   189,  -214
3260,   295,   228,  -122
3269,   295,   210,   -45
3279,   287,   191,     0
3289,   254,   111,     1
3299,   214,    29,   -57
3308,   164,    37,  -193
3318,   120,   103,  -366
3328,    60,   141,  -506
3338,     0,   215,  -620
3348,   -56,   311,  -689
3358,   -77,   301,  -713
3367,   -45,   202,  -672
3377,    -3,    60,  -567
3387,    45,   -87,  -429
3397,    65,  -127,  -292
3407,    74,   -67,  -196
3417,    99,   -84,  -141
3428,   147,  -242,   -98
3438,   156,  -221,   -68
3447,   147,  -139,   -64
3457,   140,  -136,   -37
3467,   125,  -161,   -24
3477,   100,  -111,   -55
3487,    59,   -42,  -127
3497,    42,     4,  -207
3507,    59,    45,  -260
3517,    60,    39,  -251
3528,    27,   -28,  -196
3538,   -20,   -60,  -187
3547,   -73,    -4,  -244
3557,  -122,    24,  -297
3567,  -154,   -18,  -320
3578,  -159,   -34,  -330
3588,  -181,   -93,  -319
3598,  -235,  -231,  -323
3607,  -317,  -336,  -416
3617,  -423,  -328,  -606
3627,  -497,  -259,  -836
3638,  -505,  -230,  -958
3648,  -468,  -212,  -945
3657,  -417,  -105,  -830
3667,  -382,    90,  -650
3677,  -354,   251,  -475
3686,  -314,   276,  -314
3697,  -278,   191,  -218
3707,  -222,   136,  -185
3717,  -191,   148,   -88
3727,  -198,   183,    13
3737,  -215,   145,   134
3747,  -249,    38,   175
3757,  -302,   -40,   152
3767,  -360,   -88,    29
3777,  -426,   -23,  -116
3787,  -524,    61,  -262
3798,  -566,   145,  -343
3808,  -497,   195,  -266
3818,  -418,    68,   -33
3827,  -402,  -106,   223
3837,  -455,  -196,   340
3848,  -559,  -217,   214
3859,  -693,  -205,   -84
3869,  -802,  -125,  -423
3878,  -853,   -66,  -671
3888,  -829,   -34,  -715
3898,  -804,   -30,  -528
3908,  -829,   -89,  -273
3918,  -878,  -144,  -144
3928,  -918,  -158,  -163
3938,  -946,  -192,  -273
3948,  -919,  -210,  -371
3959,  -855,  -158,  -369
3970,  -787,   -84,  -268
3980,  -730,   -45,  -137
3990,  -714,   -59,   -36
4000,  -725,   -38,   -12
4010,  -738,    45,   -64
4021,  -717,    73,   -71
4031,  -643,    18,    20
4041,  -567,    -7,   163
4052,  -531,    39,   326
4061,  -489,   121,   471
4070,  -404,   185,   564
4079,  -297,   193,   660
4089,  -196,   147,   791
4099,  -126,    91,   953
4109,   -77,    52,  1056
4119,   -83,    32,  1051
4129,  -156,    75,   851
4139,  -242,   184,   494
4149,  -302,   277,   131
4159,  -342,   291,  -125
4170,  -388,   246,  -221
4181,  -396,   170,  -204
4191,  -359,   112,  -118
4201,  -319,    74,     3
4211,  -276,    26,    98
4222,  -288,    61,   106
4232,  -296,   117,    37
4242,  -281,   162,     2
4252,  -240,   209,    67
4262,  -143,   207,   230
4271,   -35,    88,   479
4281,    59,   -45,   722
4290,   119,  -135,   881
4299,   126,  -169,   925
4309,   109,  -144,   864
4319,    76,   -45,   711
4328,    24,    52,   539
4340,   -19,    56,   373
4349,   -52,    20,   237
4359,   -82,    41,   146
4368,   -86,    93,   126
4378,   -69,   127,   143
4388,   -51,   109,   151
4398,   -39,    66,   148
4408,   -49,    49,   120
4418,   -74,    38,    48
4428,   -85,     6,   -46
4438,   -82,     4,  -125
4448,   -57,   -17,  -126
4459,     0,   -64,   -59
4470,    45,  -126,    61
4480,    83,  -171,   171
4490,   125,  -164,   243
4500,   139,   -69,   293
4511,   153,    16,   332
4521,   169,    31,   360
4531,   164,    74,   366
4542,   137,   104,   356
4552,   106,    85,   331
4562,    72,    64,   260
4571,    28,    42,   146
4580,    -9,    16,    34
4589,   -31,    33,   -49
4599,   -36,    65,  -102
4610,   -17,    37,  -103
4620,    10,    11,   -48
4630,    35,    41,    30
4640,    41,    74,    67
4649,    43,    74,    41
4659,    32,    72,   -21
4669,    27,    48,  -100
4679,    14,    13,  -164
4689,    12,   -26,  -181
4699,    45,   -55,  -154
4709,   106,   -40,   -74
4719,   149,    27,    24
4729,   155,    92,    94
4739,   124,   100,   115
4749,   110,    63,    67
4759,   104,    60,     0
4769,    87,    76,   -35
4779,    75,    85,   -46
4789,    60,    73,   -31
4799,    37,    44,    -6
4810,    25,    53,    26
4820,    39,    49,    70
4830,    53,   -13,   126
4840,    42,   -77,   176
4850,     1,   -82,   157
4860,   -21,   -53,    76
4869,   -14,   -48,   -14
4878,   -14,   -42,   -90
4888,   -25,   -22,  -132
4899,   -36,     2,  -153
4909,   -20,    24,  -146
4919,    51,     9,   -66
4929,   134,   -15,   103
4938,   187,   -11,   270
4948,   181,     0,   282
4959,   168,     1,   174
4970,   146,    12,    75
4980,   106,    45,    56
4990,    76,    62,    72
5000,    42,    51,    71
5010,    26,    37,    93
5020,    21,    10,   148
5030,    23,   -14,   199
5040,    27,   -21,   204
5050,    35,   -11,   178
5060,    43,   -10,   152
5071,    34,    -5,   122
5081,    22,     7,    92
5092,    17,     3,    69
5102,    21,     0,    50
5112,    20,     2,    72
5122,    24,    -7,   101
5133,    38,   -16,   100
5143,    60,   -27,   102
5153,    61,   -26,    85
5163,    52,   -24,    64
5173,    46,   -19,    38
5184,    42,    -9,    14
5194,    41,     3,     6
5204,    44,    11,    17
5215,    43,     2,    27
5225,    51,    -1,    43
5235,    53,    -9,    54
5246,    49,     0,    54
5256,    49,     3,    56
5266,    39,    -4,    61
5275,    33,    -4,    71
5283,    26,    -6,    81
5291,    24,    -7,    83
5299,    23,   -10,    86
5309,    24,    -3,    89
5319,    24,     0,    85
5329,    33,    -5,    78
5339,    36,    -3,    57
5349,    28,     5,    61
5359,    34,     9,    61
5369,    42,     3,    56
5380,    42,     0,    55
5390,    42,    -2,    49
5400,    31,    -2,    47
5410,    23,     0,    44
5420,    22,     0,    47
5430,    26,    -1,    34
5440,    29,    -5,    28
5450,    24,    -2,    27
5460,    25,    -3,    31
5470,    28,    -2,    35
5479,    29,   -10,    49
5488,    32,   -10,    68
5499,    30,   -15,    81
5508,    28,   -15,    87
5518,    23,   -13,    75
5528,    23,    -8,    65
5538,    16,    -5,    54
5549,    16,     2,    51
5558,    24,     2,    37
5569,    28,     4,    45
5580,    25,     0,    57
5590,    26,    -1,    66
5601,    32,    -2,    66
5610,    25,    -3,    74
5620,    23,    -7,    73
5630,    21,    -9,    64
5641,    24,    -6,    54
5650,    25,    -3,    52
5661,    34,     2,    43
5671,    39,    -1,    51
5681,    33,    -3,    59
5690,    26,    -6,    60
5701,    18,    -5,    67
5711,    17,    -8,    64
5720,    19,    -5,    64
5730,    22,    -5,    48
5740,    23,     1,    36
5750,    21,     3,    40
5760,    23,     1,    44
5770,    19,     3,    55
5780,    19,    -2,    60
5791,    23,    -8,    59
5801,    24,    -6,    65
5811,    16,    -7,    66
5821,    13,    -7,    54
5831,    15,    -3,    52
5841,    14,     0,    46
5851,    17,    -1,    34
5861,    19,     1,    26
5870,    20,    -4,    33
5879,    18,    -4,    44
5889,    18,    -8,    53
5899,    22,    -1,    56
5910,    18,    -3,    60
5920,    22,    -1,    58
5931,    25,    -3,    57
5940,    26,    -5,    54
5950,    25,    -3,    55
5959,    19,    -7,    51
5969,    17,    -8,    57
5980,    13,    -7,    49
5990,    10,    -1,    39
6000,    13,    -5,    38
6010,    20,    -5,    33
6020,    19,     5,    32
6030,    21,     3,    36
6040,    20,    -4,    37
6050,    13,    -9,    42
6060,     8,   -11,    55
6070,     7,   -14,    67
6080,    15,   -11,    66
6090,    12,    -7,    60
6100,     8,    -5,    51
6110,    13,     0,    36
6120,    12,     7,    39
6130,    15,     8,    41
6140,    18,     5,    38
6150,    20,     1,    43
6161,    13,    -5,    47
6171,     6,    -4,    48
6181,    11,    -6,    50
6191,     8,    -9,    58
6201,    14,    -7,    61
6211,    15,    -3,    73
6221,    16,    -4,    69
6231,    20,    -6,    57
6241,    20,    -6,    54
6251,    23,    -3,    43
6261,    18,    -3,    32
6271,    21,    -1,    31
6280,    28,     5,    35
6289,    25,     1,    33
6300,    20,     0,    37
6310,    17,     1,    42
6320,    23,    -2,    35
6330,    22,     0,    29
6339,    21,    -4,    32
6350,    23,   -12,    28
6360,    20,   -13,    34
6370,    12,   -12,    36
6380,    13,    -8,    34
6390,    12,    -4,    42
6400,    11,    -1,    43
6410,    15,     2,    43
6419,    12,     0,    56
6430,    14,    -1,    58
6440,    15,    -1,    68
6450,    13,    -3,    72
6460,     9,     0,    70
6469,     9,    -6,    72
6481,     3,    -3,    72
6491,     3,    -6,    75
6500,     7,    -5,    57
6510,    11,     4,    39
6520,    10,    14,    31
6530,    15,    13,    23
6541,    24,    14,    19
6550,    21,    10,    31
6560,    15,     9,    51
6571,    14,     5,    58
6580,    14,     0,    65
6589,    22,    -5,    79
6599,    24,   -10,    83
6609,    18,   -14,    87
6619,    20,   -11,    83
6629,    21,    -4,    87
6640,    23,     0,    94
6649,    11,     4,   107
6659,     5,     1,   118
6670,    -2,     0,   137
6680,   -11,     9,   183
6690,   -27,    18,   234
6700,   -39,    31,   294
6710,   -60,    46,   367
6720,   -83,    66,   453
6730,  -131,    79,   574
6740,  -176,   116,   632
6750,  -177,   147,   553
6760,  -142,   144,   437
6770,   -94,   140,   426
6780,   -52,   104,   570
6789,   -31,    61,   791
6800,   -45,    41,   958
6809,   -88,    59,   993
6819,  -129,    95,   907
6829,  -178,   151,   766
6839,  -245,   194,   623
6850,  -260,   228,   515
6859,  -223,   335,   444
6870,  -159,   464,   466
6881,  -118,   520,   565
6893,  -135,   506,   661
6903,  -143,   436,   669
6913,  -134,   419,   630
6923,   -96,   491,   572
6934,   -32,   617,   610
6944,    -9,   745,   753
6956,   -21,   713,   940
6966,   -51,   593,  1083
6976,   -90,   533,  1064
6982,  -128,   442,   963
6987,  -177,   401,   796
6997,  -206,   376,   562
7007,  -222,   450,   398
7017,  -203,   469,   271
7027,  -188,   397,   266
7037,  -163,   368,   255
7047,  -172,   430,   304
7057,  -187,   474,   350
7067,  -224,   426,   311
7077,  -217,   322,   187
7087,  -157,   363,    67
7097,  -138,   411,    19
7107,  -146,   268,    34
7117,  -147,   126,    89
7127,  -103,    42,    51
7137,   -66,   189,  -112
7147,   -62,   491,  -224
7157,   -92,   768,  -288
7167,  -100,   833,  -320
7177,  -100,   795,  -397
7187,   -94,   763,  -517
7197,  -102,   976,  -599
7207,   -92,  1205,  -572
7217,   -22,  1137,  -518
7227,    37,   906,  -468
7238,    60,   674,  -350
7248,   107,   480,  -326
7258,   123,   469,  -464
7267,    81,   480,  -694
7277,    80,   313,  -839
7288,    77,   379,  -790
7297,    81,   387,  -660
7308,    85,   235,  -603
7318,    84,     9,  -561
7327,    79,   -51,  -507
7337,    50,    61,  -545
7347,    37,   186,  -694
7358,    56,   198,  -777
7367,    92,   139,  -677
7378,   142,    99,  -500
7387,   190,    51,  -351
7398,   197,   -59,  -251
7407,   166,  -153,  -223
7417,   126,  -115,  -269
7428,    77,   -34,  -340
7438,    70,    25,  -381
7447,    83,   -66,  -306
7457,    86,  -197,  -190
7468,    58,  -201,  -141
7478,    19,  -157,  -210
7488,    21,   -72,  -349
7498,    44,    54,  -452
7508,    39,    47,  -450
7518,    10,  -115,  -356
7528,   -35,  -292,  -300
7537,   -94,  -393,  -362
7548,  -123,  -423,  -512
7557,  -100,  -372,  -649
7568,   -60,  -300,  -652
7577,   -16,  -342,  -514
7588,    31,  -520,  -313
7598,    64,  -670,  -173
7608,    85,  -720,  -164
7617,    78,  -739,  -273
7628,   238, -1068,   -56
7638,   103,  -820,   -15
7648,  -201,  -498,  -291
7658,  -311,  -324,  -728
7668,  -194,  -257,  -980
7678,   -19,  -244,  -886
7692,   110,  -397,  -526
7702,   177,  -553,  -177
7712,   174,  -592,   -89
7722,   123,  -589,  -265
7732,    74,  -648,  -515
7742,    44,  -709,  -739
7752,    22,  -766,  -866
7762,    33,  -909,  -831
7772,    67, -1085,  -677
7782,    82, -1221,  -510
7792,    65, -1251,  -415
7801,     5, -1163,  -436
7811,   -87, -1034,  -538
7821,  -136,  -900,  -642
7831,  -114,  -758,  -682
7842,   -34,  -735,  -578
7852,    38,  -849,  -333
7862,    64, -1028,   -98
7872,    44, -1148,   -52
7882,   -20, -1194,  -232
7891,  -112, -1100,  -539
7901,  -196,  -949,  -802
7911,  -204,  -818,  -895
7921,  -158,  -740,  -779
7931,   -92,  -731,  -543
7941,   -29,  -746,  -285
7951,    47,  -715,   -75
7961,   122,  -609,    75
7972,   138,  -415,   195
7981,   101,  -185,   260
7991,    51,    -5,   277
8000,    41,   -20,   268
8010,    65,   -89,   239
8021,    94,  -101,   235
8030,   137,   -96,   282
8041,   139,  -102,   372
8050,   111,   -75,   426
8061,    76,     2,   389
8071,    44,   129,   288
8080,    39,   226,   223
8093,    44,   232,   238
8103,    35,   206,   283
8114,    17,   139,   305
8124,    -8,    34,   273
8134,   -23,   -78,   184
8144,   -42,  -136,    74
8154,   -76,  -168,    -9
8165,   -89,  -179,   -82
8175,   -83,  -143,  -116
8185,   -43,  -135,   -70
8194,     9,  -157,    71
8202,    37,  -149,   257
8212,    75,  -140,   393
8221,    77,  -161,   452
8231,    37,  -160,   443
8242,     3,   -95,   404
8252,   -43,    -2,   373
8261,   -79,    86,   375
8271,   -88,   195,   392
8281,   -87,   318,   425
8293,   -63,   364,   480
8304,   -21,   316,   545
8314,     2,   174,   600
8325,    15,    63,   611
8335,    26,    17,   581
8345,     5,   -75,   562
8355,   -37,  -107,   518
8365,   -73,   -60,   416
8376,   -78,   -26,   280
8386,   -76,   -12,   167
8395,   -65,     1,    84
8404,   -50,    23,    55
8413,   -20,    30,    95
8422,    18,    -3,   209
8432,    38,   -47,   329
8442,    42,   -71,   390
8452,    24,  -114,   369
8462,    -4,  -158,   273
8472,   -17,  -142,   165
8482,   -15,   -89,   109
8492,     7,   -43,   169
8502,    43,   -23,   307
8512,    36,     3,   404
8522,    46,    30,   375
8532,    76,    32,   218
8542,    97,    34,    39
8552,   126,    58,   -26
8563,   174,    99,   207
8573,   197,   130,   661
8583,   165,   135,   821
8592,   142,    77,   627
8602,   103,    46,   418
8613,    52,    55,   408
8623,    12,    63,   450
8633,    11,    64,   393
8643,     0,    73,   306
8653,   -29,    92,   240
8662,   -48,   116,   146
8672,   -34,    98,    83
8682,   -33,    66,    73
8693,   -39,    35,    62
8702,   -44,    30,    42
8712,   -48,    24,    39
8721,   -38,    36,    43
8732,   -12,    49,    55
8742,    -5,    55,    96
8752,    -9,    37,   149
8761,   -11,    40,   155
8772,    -2,    40,   131
8782,    -3,    36,   114
8792,    -1,    41,   100
8803,     1,    41,    71
8813,     3,    45,    48
8823,     9,    42,    51
8833,    11,    41,    59
8843,     9,    49,    61
8853,     4,    39,    85
8863,    -6,    38,   109
8873,    -4,    32,   118
8883,    -8,    31,   107
8893,   -10,    32,    92
8902,    -8,    30,    76
8912,    -7,    25,    59
8922,    -4,    28,    52
8932,     0,    35,    52
8942,     4,    33,    52
8952,     1,    32,    60
8962,     0,    33,    61
8972,     0,    24,    55
8982,    -4,    17,    53
8992,    -9,    24,    59
9003,    -4,    20,    66
9013,     0,    16,    66
9023,    -4,     9,    67
9033,    -8,     9,    65
9043,    -6,    16,    54
9053,    -3,    14,    50
9064,    -1,    14,    50
9073,     1,    13,    44
9083,    -6,    16,    54
9093,    -9,    19,    65
9104,   -17,    19,    65
9114,   -15,    22,    63
9123,   -12,    24,    53
9133,    -1,    26,    45
9143,     2,    27,    42
9153,     2,    28,    39
9164,     5,    34,    41
9173,     6,    31,    54
9183,    -1,    25,    59
9193,    -9,    25,    61
9201,   -16,    36,    63
9211,   -14,    30,    63
9222,    -8,    38,    64
9231,    -8,    30,    65
9241,   -11,    24,    82
9251,    -3,    24,    80
9261,    -1,    24,    77
9272,    -3,    24,    72
9281,    -1,    26,    67
9291,     4,    28,    61
9302,     5,    31,    61
9313,    10,    29,    59
9324,     9,    25,    61
9333,     5,    22,    61
9343,     4,    12,    62
9353,     8,    11,    66
9363,     7,    16,    64
9373,     5,    18,    54
9384,     7,    20,    45
9394,     7,    23,    32
9404,     6,    33,    22
9414,     3,    36,    26
9424,     3,    36,    37
9433,     3,    32,    45
9443,     3,    33,    54
9453,     3,    26,    59
9463,     1,    19,    62
9473,    -3,    16,    64
9483,    -9,    16,    61
9493,    -5,    15,    49
9503,    -2,    20,    41
9512,     0,    19,    50
9522,     8,    22,    50
9532,    19,    22,    41
9543,    20,    23,    40
9553,    14,    19,    40
9563,     9,    14,    49
9572,     7,    24,    39
9582,     9,    18,    34
9592,    10,    18,    36
9603,     7,    16,    42
9613,     3,    14,    49
9622,    -3,    13,    55
9632,     1,    14,    58
9643,     0,    16,    61
9653,    -3,    16,    59
9663,   -10,    18,    67
9672,   -16,    17,    73
9682,    -9,    42,    72
9692,    -9,    13,    62
9703,    -6,    16,    63
9714,     1,    18,    52
9724,     0,    19,    54
9734,     5,    10,    48
9744,     0,     9,    50
9754,     0,     9,    50
9764,    -3,     7,    54
9774,    -8,     7,    53
9784,    -6,     8,    57
9794,    -3,    17,    56
9804,    -7,    18,    55
9814,    -6,    16,    58
9824,    -1,    22,    49
9834,    -1,    21,    47
9844,    -6,    20,    44
9854,    -5,    20,    44
9863,    -3,    20,    46
9874,    -5,    12,    42
9884,    -4,    14,    41
9894,     0,    17,    41
9904,     4,    17,    43
9914,     1,    18,    56
9924,    -1,    18,    58
9934,    -6,    21,    53
9944,    -2,    18,    49
9954,    -6,    17,    46
9964,    -5,    15,    54
9974,    -5,    14,    57
9984,    -5,    17,    52
9994,    -5,    13,    54
10004,    -1,    14,    38
10014,    -1,     7,    47
10024,     0,     4,    51
10034,     4,     6,    54
10044,     2,    14,    49
10054,    -2,     5,    38
10064,     0,     1,    36
10074,     1,    -1,    35
10084,     0,    -4,    39
10094,    -4,    -4,    37
10104,     0,     0,    33
10113,    -3,     3,    44
10123,    -5,     7,    50
10133,    -6,     9,    61
10143,    -2,    13,    63
10153,     0,    12,    63
10163,     0,     5,    53
10173,    -5,     4,    48
10183,    -8,     6,    46
10193,    -5,     6,    34
10203,     0,     6,    22
10214,    -6,     3,    23
10224,    -4,   -11,     5
10234,    -5,   -13,    25
10244,     1,    -6,    43
10254,     0,     8,    35
10264,    -5,    10,    53
10274,    -5,     0,    58
10284,    -4,    -4,    56
10294,    -8,    -2,    71
10304,    -7,    -7,    71
10314,     0,    -4,    70
10324,     4,    -7,    60
10335,     4,    -7,    40
10344,     3,    -3,    29
10354,    -1,    -2,    25
10364,    -1,     1,    24
10374,    -2,    23,    50
10384,    -7,     9,    64
10394,   -11,     4,    89
10404,    -3,     0,    92
10413,    -2,    -5,    89
10423,    -8,   -12,    81
10433,    -3,    -9,    71
10443,    -3,   -12,    60
10453,    -5,    -9,    49
10463,    -3,    -1,    39
10473,     0,     1,    32
10483,    -3,     7,    35
10493,    -3,    12,    46
