time,qw,qx,qy,qz
17145,   0.88,  -0.01,  -0.01,  -0.47
17196,   0.88,  -0.01,  -0.01,  -0.47
17246,   0.88,  -0.01,  -0.01,  -0.47
17296,   0.88,  -0.01,  -0.01,  -0.47
17346,   0.88,  -0.01,  -0.01,  -0.47
17396,   0.88,  -0.01,  -0.01,  -0.47
17446,   0.88,  -0.01,  -0.01,  -0.47
17496,   0.88,  -0.01,  -0.01,  -0.47
17545,   0.88,  -0.01,  -0.01,  -0.47
17595,   0.88,  -0.01,  -0.01,  -0.47
17646,   0.88,  -0.01,  -0.01,  -0.47
17696,   0.88,  -0.01,  -0.01,  -0.47
17745,   0.88,  -0.00,  -0.01,  -0.47
17795,   0.88,  -0.00,  -0.01,  -0.47
17846,   0.88,  -0.00,  -0.01,  -0.47
17896,   0.88,  -0.00,  -0.01,  -0.47
17945,   0.88,  -0.00,  -0.01,  -0.47
17995,   0.88,  -0.00,  -0.01,  -0.47
18046,   0.88,  -0.00,  -0.01,  -0.47
18097,   0.88,  -0.00,  -0.01,  -0.47
18145,   0.88,  -0.00,  -0.01,  -0.47
18195,   0.88,  -0.00,  -0.01,  -0.47
18245,   0.88,  -0.00,  -0.01,  -0.47
18295,   0.88,  -0.00,  -0.01,  -0.47
18345,   0.88,  -0.00,  -0.01,  -0.47
18396,   0.88,  -0.00,  -0.01,  -0.47
18445,   0.88,  -0.00,  -0.01,  -0.47
18495,   0.88,  -0.00,  -0.01,  -0.47
18545,   0.88,  -0.00,  -0.01,  -0.47
