time,gyrx,gyry,gyrz
2045,    11,    -1,   -19
2055,     2,   -13,   -13
2065,    -5,   -24,    -4
2075,    -6,   -29,     3
2085,     3,   -23,     5
2095,    29,    -5,    -7
2105,    21,    30,   -25
2115,    13,    28,    -5
2125,    13,    25,   -13
2135,     2,    18,    -5
2145,    -5,     8,     1
2155,   -11,    -5,     6
2165,   -11,   -15,    12
2175,   -11,   -17,    14
2185,   -12,   -14,    12
2195,   -10,   -15,    14
2205,    -8,    -9,    13
2215,    -7,    -1,    17
2225,    -9,     5,    19
2235,    -9,     1,    20
2245,   -10,   -11,    21
2255,   -10,   -18,    19
2265,    -8,   -21,    18
2275,    -8,   -20,    16
2285,    -8,   -16,    13
2295,    -3,   -13,     8
2305,     2,    -7,     3
2315,    10,     5,    -2
2325,    11,    18,    -1
2335,     8,    25,     5
2345,     3,    21,    10
2355,    -4,    10,    15
2365,   -10,    -1,    22
2375,   -10,   -10,    24
2385,    -5,   -11,    24
2395,    -1,    -4,    24
2405,     1,     4,    25
2415,     1,     6,    24
2425,     0,     1,    23
2435,    -2,    -6,    22
2445,    -1,    -7,    19
2455,     2,    -4,    16
2465,     3,    -2,    14
2475,    -1,    -3,    14
2485,    -6,    -6,    14
2495,    -8,    -7,    11
2505,    -4,    -3,     7
2515,     4,    13,    -1
2525,    11,    37,    -9
2535,    13,    57,   -12
2545,    11,    57,   -13
2555,     4,    38,    -6
2565,    -4,    15,     7
2575,   -10,     0,    17
2585,    -9,    -6,    23
2595,     0,    -3,    15
2605,     6,     9,    -1
2615,     4,    12,    -3
2625,    -4,    12,     0
2635,   -10,     8,     7
2645,    -6,     3,     5
2655,     2,    -1,   -10
2665,    -8,    -7,    -6
2675,   -11,   -12,    -3
2686,    -6,    -8,    -5
2695,    -7,     1,    -5
2706,    -9,    11,    -4
2716,   -12,    19,    -6
2725,   -15,    23,   -13
2736,   -19,    23,   -17
2746,   -20,    19,   -20
2756,   -19,    17,   -21
2766,   -18,    17,   -20
2776,   -17,    17,   -15
2786,   -13,    20,   -12
2795,    -9,    23,   -10
2805,    -4,    24,    -9
2816,     0,    21,    -9
2825,     1,    12,    -5
2835,    -1,     2,    -1
2845,    -6,    -5,     0
2855,   -11,   -10,     1
2865,   -14,   -11,     0
2876,   -13,    -6,    -2
2887,    -9,    29,   -10
2895,     0,    38,    -9
2905,     3,    26,    -7
2915,     4,    11,    -7
2926,     4,    -4,    -7
2935,     1,   -17,    -7
2945,     0,   -26,    -5
2955,     0,   -25,    -3
2966,    -1,   -19,    -2
2976,    -3,    -9,    -1
2986,    -4,     0,    -2
2995,    -3,     8,    -2
3005,    -3,    15,    -3
3016,    -2,    22,    -3
3026,    -2,    22,    -2
3036,    -1,    20,    -2
3045,     1,    18,    -3
3055,     1,    16,    -3
3065,    -1,    13,    -2
3075,    -3,     8,    -2
3086,    -2,     1,    -3
3095,    -2,     0,    -2
3105,    -1,     1,    -2
3115,    -1,     1,    -3
3125,     0,    -2,    -4
3135,     1,     0,    -6
3146,     3,     0,    -8
3156,     3,    -1,   -10
3166,     3,    -1,   -11
3176,     3,     0,   -10
3186,     4,     2,    -7
3196,     3,     1,    -3
3206,     0,    -1,     0
3216,    -2,    -1,     0
3226,     0,    -1,    -1
3236,     0,     0,    -3
3246,     1,     0,    -4
3256,     2,     0,    -5
3266,     1,     0,    -5
3276,    -1,    -1,    -3
3286,    -2,    -1,    -3
3296,    -1,     0,    -5
3306,     1,     0,    -7
3316,     0,     1,    -6
3326,     0,     1,    -6
3336,     1,     1,    -5
3347,     1,     1,    -4
3356,     1,     1,    -4
3366,     2,     1,    -5
3377,     3,     1,    -6
3386,     3,     1,    -8
3396,     2,     1,    -3
3407,     1,     1,    -2
3416,     0,     0,    -1
3426,     0,     0,    -1
3436,     1,     1,     0
3447,     2,     1,     0
3456,     2,     0,     0
3467,     2,     0,     0
3477,     1,     0,     0
3487,     0,     0,     1
3497,     0,     0,     1
3507,     0,     0,     1
3517,     0,    -1,     1
3527,     0,     0,     2
3537,     0,    -1,     1
3546,    -1,    -1,     1
3556,    -1,    -1,     1
3567,    -1,    -1,     0
3577,     0,     0,     0
3587,     0,     0,     0
3597,     0,     0,     0
3607,     0,     0,     0
3617,    -1,    -1,     0
3627,    -1,    -1,     0
3637,    -1,    -1,     0
3647,    -1,    -1,     0
3657,    -1,     0,     0
3667,     0,     0,    -1
3677,     0,     0,     0
3687,     0,    -1,     0
3697,    -1,    -1,     0
3707,    -1,    -1,     0
3717,    -1,    -1,     0
3727,    -2,    -1,     0
3737,    -1,    -1,     0
3747,    -1,    -1,    -1
3757,    -1,    -1,    -1
3767,    -1,    -1,     0
3777,    -1,    -1,     0
3787,    -1,     0,     0
3797,    -1,    -1,    -1
3806,    -1,    -1,     0
3816,    -1,    -1,    -1
3826,     0,    -1,     0
3836,     0,    -1,     0
3846,     0,    -1,     0
3856,     0,    -1,     0
3866,     0,    -1,     0
3876,    -1,    -1,     0
3886,    -1,    -1,     0
3896,    -1,    -1,     0
3906,    -2,     0,    -1
3916,    -1,    -1,    -1
3926,    -1,     0,    -1
3936,    -1,     0,    -1
3947,    -1,     0,    -1
3956,     0,     0,    -1
3966,     0,     0,     0
3976,     0,     0,     0
3986,     1,     0,     0
3996,     1,     0,     0
4006,     0,     0,     1
4016,     0,    -1,     2
4026,     0,    -1,     2
4037,    -1,    -1,     2
4047,    -1,    -1,     2
4057,    -1,    -1,     1
4067,    -1,    -1,     0
4077,    -1,    -1,    -1
4086,    -2,    -1,    -1
4096,    -3,     0,    -1
4107,    -2,     0,    -2
4117,    -1,     1,    -5
4127,    -1,     2,    -5
4137,    -2,     2,    -7
4147,     3,     0,    -6
4157,     2,     0,    -3
4167,     1,     0,    -2
4177,     1,     0,    -1
4187,    -1,     0,     0
4197,    -1,     0,     0
4207,     0,     0,     0
4216,     1,     0,     0
4226,     1,     0,     0
4236,     1,     0,     1
4247,     0,    -1,     1
4257,     0,     0,     1
4267,     0,     0,     0
4277,     0,     0,     0
4287,     0,     0,     0
4297,     1,     0,    -1
4307,     1,     0,    -1
4317,     0,     0,    -1
4327,     0,     0,    -1
4337,     1,     0,    -2
4347,     1,     0,    -1
4357,     0,    -1,     0
4367,     1,     0,     0
4377,     1,     0,     0
4387,     1,    -1,     1
4397,    -1,    -2,     4
4407,    -1,    -2,     4
4417,    -1,    -1,     2
4427,    -2,    -1,     4
4437,    -2,    -1,     3
4447,    -2,    -1,     3
4457,    -2,    -1,     2
4467,    -1,     0,     0
4477,    -2,     0,     0
4487,    -2,    -1,     0
4497,    -2,    -1,     0
4507,    -2,    -1,    -1
4517,    -1,    -1,    -1
4527,     0,     0,     0
4537,     0,     0,    -1
4547,     0,     0,     0
4557,     0,     0,     0
4567,     1,     0,     0
4577,     0,     0,     0
4587,     0,     0,     0
4597,     0,     0,     0
4608,     0,    -1,     0
4618,     0,    -1,     0
4628,     0,    -1,     0
4637,     0,    -1,     0
4647,     0,    -1,     1
4657,     0,    -1,     1
4667,     0,    -1,     0
4677,     0,    -1,     0
4687,     0,    -1,     0
4697,    -1,    -1,    -1
4707,    -1,    -1,    -1
4717,    -1,     0,    -1
4728,     0,     0,    -1
4737,     0,     0,    -1
4748,     0,     0,    -1
4757,     0,     1,    -1
4767,     1,     0,    -1
4777,     1,     0,    -1
4787,     1,     0,    -1
4797,     1,     0,     0
4807,     1,     0,     0
4817,     0,     0,     0
4827,     0,    -1,     2
4837,     0,    -1,     2
4847,     0,    -2,     3
4857,     0,    -1,     5
4867,    -1,    -1,     7
4877,    -1,    -1,     6
4887,    -2,    -1,     5
4898,    -2,    -1,     3
4907,     0,    -1,     0
4918,     0,     0,     0
4928,     1,     1,     0
4938,     2,     1,     0
4948,     2,     1,     1
4958,     2,     0,     3
4968,     3,    -2,     2
4978,     6,     6,     1
4988,    12,    15,     0
4998,    15,    17,     0
5008,    15,    12,     2
5018,    13,     8,     4
5028,    -7,     5,    23
5038,   -13,    -8,    23
5048,   -16,   -26,    24
5057,   -21,   -30,    26
5067,   -20,   -23,    23
5077,   -17,   -13,    20
5087,   -13,    -4,    17
5097,    -9,     6,    17
5107,    -8,    17,    15
5117,    -7,    24,    10
5127,    -6,    27,     6
5137,    -7,    26,     6
5147,    -9,    23,     7
5157,   -12,    19,     8
5167,   -15,    13,     7
5177,   -15,     5,     2
5187,   -12,    -2,    -1
5197,    -9,    -7,     0
5207,    -6,    -8,     1
5218,    -5,    -9,     2
5227,    -4,   -15,     1
5237,    -4,   -19,     0
5247,    -5,   -17,    -3
5257,    -4,   -14,    -4
5267,    -3,   -10,    -5
5277,     1,    -7,    -8
5287,     6,    -7,   -10
5297,     6,    -7,   -13
5308,     2,    -9,   -13
5318,    -2,   -15,   -10
5328,    -4,   -20,    -7
5338,    -3,   -22,    -3
5348,    -2,   -20,     2
5358,     1,   -19,     6
5368,     3,   -21,     7
5378,     3,   -25,     4
5387,    -2,   -29,     3
5397,    -7,   -30,     0
5407,   -10,   -30,    -4
5417,    -8,   -26,    -9
5427,    -1,   -17,   -15
5437,     4,    -2,   -19
5447,     8,    10,   -22
5457,    11,    13,   -23
5468,    13,     7,   -22
5478,    13,    -1,   -21
5488,     9,    -9,   -17
5498,     5,   -16,   -17
5508,     2,   -22,   -19
5518,    -2,   -27,   -19
5528,    -6,   -28,   -19
5538,    -9,   -24,   -18
5548,    -9,   -15,   -18
5558,    -7,    -4,   -19
5568,    -3,     5,   -21
5578,    -1,    10,   -22
5588,     1,    11,   -23
5598,     3,     8,   -22
5608,     2,     3,   -17
5618,     1,    -1,   -12
5628,     0,    -2,    -9
5638,     0,    -1,    -7
5648,     1,    -2,    -6
5658,     0,    -3,    -5
5669,    -2,    -6,    -4
5678,    -4,    -9,    -2
5688,    -6,   -11,     2
5698,    -5,   -11,     5
5708,    -3,    -8,     5
5718,     0,    -3,     5
5728,     1,     2,     5
5738,     1,     5,     6
5748,     0,     4,     7
5758,    -2,     5,    10
5768,    -5,     8,    12
5778,    -4,    13,    10
5788,     1,    18,     6
5798,     7,    23,     2
5808,     7,    25,     2
5818,     3,    19,     6
5828,    -1,     9,    12
5838,    -4,     2,    16
5848,    -3,     1,    13
5858,     2,     5,     4
5868,     5,    12,    -6
5878,     4,    12,    -7
5888,    -3,     7,    -4
5898,    -5,    -2,    -6
5908,    -6,    -7,    -5
5919,    -4,    -6,    -5
5929,     1,     0,    -4
5939,     5,     5,    -5
5949,     6,     2,    -3
5959,     2,    -5,     0
5969,    -3,   -11,     1
5979,    -5,   -13,     0
5989,    -4,    -9,     0
5999,    -1,     2,    -1
6009,     1,    14,    -3
6019,     2,    21,    -7
6028,     4,    24,   -11
6038,     4,    23,   -14
6048,     4,    20,   -13
6058,     3,    16,   -10
6068,    -1,    12,    -4
6078,    -4,     6,    -2
6088,    -5,    -4,     0
6098,    -7,   -12,     2
6108,   -11,   -17,     5
6118,   -15,   -17,     8
6128,   -20,   -14,    10
6138,   -22,    -9,    11
6148,   -21,    -3,    11
6158,   -19,     2,    10
6168,   -15,     4,    11
6178,   -12,     4,    11
6188,   -10,     6,    11
6198,    -9,    10,    11
6208,    -5,     9,    10
6218,    -3,    18,     9
6228,    -2,    26,    11
6239,    -3,     7,    11
6249,    -1,    -9,     9
6258,     1,   -11,     5
6269,     1,    -6,     5
6279,     1,     4,     3
6289,     2,    10,     2
6299,     0,    13,     2
6309,    -4,     9,     3
6319,    -4,     3,     2
6329,    -4,    -1,     3
6339,    -2,     2,     3
6349,    -1,     1,     2
6359,    -2,     0,     2
6369,    -3,     0,     1
6379,    -2,     1,    -1
6389,     0,     0,    -2
6399,     2,     1,    -3
6409,     3,     1,    -3
6419,     2,     0,    -3
6429,     2,     1,    -2
6439,     4,     1,    -2
6449,     5,     1,    -1
6459,     4,     1,    -1
6469,     4,     1,    -1
6479,     6,     2,    -3
6489,     6,     1,    -4
6499,     4,     0,    -5
6509,     1,    -1,    -6
6519,     0,     0,    -6
6529,     1,     0,    -6
6539,     1,     0,    -5
6549,     1,     0,    -3
6559,     1,     0,    -4
6568,    -1,     0,    -3
6579,    -1,     0,    -2
6589,    -2,     1,    -2
6598,    -2,     1,    -3
6608,     0,     1,    -4
6618,     2,     1,    -4
6628,     2,     1,    -4
6638,     2,     0,    -4
6648,     2,     1,    -4
6658,     4,     1,    -6
6669,     6,     1,    -8
6679,     5,     1,    -7
6689,     5,     1,    -6
6699,     4,     1,    -5
6709,     4,     1,    -4
6719,     3,     1,    -4
6729,     3,     0,    -4
6739,     2,     0,    -4
6749,     2,     0,    -2
6759,     2,     0,    -2
6769,     2,     0,    -1
6779,     1,     0,     0
6789,     1,     0,     0
6799,     1,     0,     0
6809,     0,     0,     0
6819,    -1,    -1,     1
6829,    -1,    -1,     1
6839,    -1,    -1,     2
6849,     0,     0,     2
6859,     0,     0,     1
6869,     1,     0,     0
6879,     1,     0,     0
6889,     1,     1,     0
6899,     2,     1,    -1
6909,     2,     1,    -1
6919,     2,     1,    -2
6929,     1,     1,    -2
6939,     1,     1,    -2
6949,     2,     0,    -2
6959,     2,     0,    -2
6969,     2,     0,    -2
6979,     2,     0,    -1
6989,     1,     0,    -1
6999,     1,     0,    -1
7009,     1,     0,    -1
7019,     1,     0,    -1
7029,     3,     0,    -2
7039,     3,     1,    -3
7049,     3,     0,    -2
7059,     3,     0,    -2
7069,     2,     0,    -2
7080,     2,     0,    -1
7090,     3,     0,     0
7100,     4,     0,     0
7109,     5,     0,     0
7119,     5,     0,     0
7129,     6,     0,     0
7139,     2,     0,    -1
7149,     1,     0,    -1
7159,     1,     0,     0
7169,     1,     0,     0
7179,     1,     0,     0
7189,     1,     0,     0
7199,     1,     0,     0
7209,     2,     0,     0
7219,     2,    -1,     0
7229,     2,    -1,     1
7239,     4,    -1,     1
7249,     7,     0,     2
7259,     2,     0,     0
7269,     1,     0,     0
7279,     1,     0,     0
7289,     1,     0,     0
7299,     3,     0,     0
7309,     3,     0,     0
7319,     3,     0,    -1
7329,     3,     1,    -1
7339,     2,     0,    -2
7349,     2,     0,    -2
7359,     2,     0,    -2
7369,     1,     0,    -2
7379,     2,     1,    -2
7389,     2,     1,    -2
7399,     3,     1,    -3
7409,     4,     1,    -4
7419,     5,     1,    -5
7429,     4,     1,    -4
7439,     4,     0,    -4
7449,     3,     0,    -3
7459,     2,     0,    -3
7469,     1,     0,    -2
7479,     1,     0,    -2
7489,     1,     0,    -2
7499,     1,     0,    -2
7509,     1,     0,    -1
7519,     0,     0,    -1
7529,     0,     0,    -1
7539,     0,     0,     0
7549,     1,    -1,     0
7559,     1,     0,     0
7569,     1,     0,     0
7579,     1,     0,     0
7589,     1,     0,    -1
7600,     3,     0,     0
7610,     2,     0,     0
7620,     1,     0,     0
7630,     1,     0,     0
7640,     1,     0,     0
7650,     1,     0,     0
7660,     0,     0,     0
7670,     0,     0,     0
7679,     0,     0,     0
7689,    -1,     0,     0
7699,    -1,    -1,     0
7709,    -1,     0,    -1
7720,     0,     0,     0
7730,     0,    -1,     0
7740,     0,     0,    -1
7750,     0,     0,    -1
7760,     0,     0,    -1
7770,     0,     0,    -1
7780,    -1,     0,    -1
7789,    -1,     0,    -1
7800,    -1,     0,    -1
7810,     0,     0,    -1
7819,     0,     0,    -1
7829,     0,     0,    -1
7840,     0,     0,    -1
7850,     0,     0,     0
7860,     0,    -1,     0
7870,    -1,    -1,     0
7881,    -1,    -1,     0
7892,     0,    -1,     0
7902,     0,    -1,     0
7912,     0,    -1,     0
7922,     0,    -1,     0
7933,     0,     0,     0
7943,     0,     0,     0
7953,     0,     0,     0
7963,     0,     0,    -1
7973,    -1,     0,     0
7982,    -1,     0,     0
7991,    -1,     0,     0
8000,    -1,     0,     0
8010,    -1,    -1,     0
8019,    -1,    -1,     0
8030,    -1,    -1,     0
8040,    -1,    -1,     1
8050,    -1,    -1,     1
8060,    -1,    -1,     1
8070,    -1,    -1,     0
8080,    -2,    -1,     1
8090,    -2,    -2,     1
8100,    -3,    -1,     2
8110,    -2,    -1,     2
8120,    -2,    -1,     2
8130,    -1,    -1,     1
8140,    -1,    -1,     1
8150,    -1,    -1,     1
8160,    -1,    -1,     1
8170,    -2,    -1,     2
8180,    -1,    -1,     3
8190,     0,    -1,     2
8200,     1,     0,     3
8210,    -2,    -1,     2
8220,    -1,    -1,     1
8230,    -1,    -1,     0
8240,    -1,    -1,     0
8250,     0,    -1,     0
8260,    -1,     0,     0
8270,    -2,    -1,     0
8280,    -2,    -1,     1
8290,     0,    -1,     0
8300,    -1,     0,    -1
8310,     0,     0,     0
8320,     0,     0,     0
8330,     0,     0,    -1
8340,    -1,    -1,     0
8350,    -1,    -1,     1
8360,     3,    -2,     4
8370,     2,    -3,     1
8380,     2,    -3,     1
8390,     4,     1,    -2
8400,    15,     7,    -4
8410,    22,     4,    -2
8420,    25,     3,    -1
8430,    24,     9,     1
8440,    19,    21,     3
8450,    11,    31,     5
8460,     4,    25,     9
8470,    -3,     5,    14
8480,    -3,   -19,    15
8490,    -2,   -37,    14
8500,    -2,   -40,    13
8510,    -1,   -34,    12
8520,     4,   -26,     7
8530,    10,   -20,    -2
8540,    16,   -11,   -11
8550,    18,     3,   -17
8560,    20,    18,   -20
8570,    20,    26,   -18
8580,    14,    19,   -14
8590,     0,    -2,    -5
8600,   -15,   -29,     4
8610,   -29,   -51,    10
8620,   -36,   -53,    12
8630,   -32,   -39,     6
8640,   -18,   -19,    -5
8650,    -2,     4,   -15
8660,    11,    24,   -24
8670,    17,    30,   -30
8680,    12,    20,   -28
8690,    -2,    -3,   -18
8700,   -22,   -33,    -1
8710,   -40,   -58,    13
8720,   -49,   -57,    21
8730,   -47,   -42,    19
8740,   -34,   -19,     8
8750,   -17,     6,    -6
8760,    -5,    22,   -18
8770,    -2,    28,   -21
8780,    -4,    26,   -17
8790,    -5,    18,   -12
8800,    -8,     1,    -4
8810,   -11,   -15,     0
8820,   -17,   -14,     2
8830,   -25,    -5,     2
8840,   -26,     1,    -1
8850,   -23,     3,    -5
8860,   -18,     6,    -7
8870,   -13,     9,    -8
8880,    -7,     4,    -5
8891,    -2,    -2,     0
8900,    -4,    -5,     5
8910,   -18,   -13,    11
8921,   -40,   -27,    18
8931,   -56,   -42,    21
8941,   -57,   -50,    16
8951,   -47,   -43,     9
8961,   -32,   -22,     6
8971,   -17,    -3,     4
8981,    -6,    -2,     7
8991,    -1,    -6,     7
9001,    -2,    -4,     1
9011,    -3,    -3,    -6
9021,    -3,     3,   -12
9031,    -3,    11,   -12
9040,    -8,    20,    -6
9050,   -15,    24,     1
9060,   -16,    16,     7
9070,   -10,     4,     5
9080,     0,     0,     0
9090,     6,     5,    -4
9100,     6,    18,    -4
9110,     4,    28,    -6
9120,     0,    28,    -8
9130,    -6,    18,    -5
9140,    -8,     8,     1
9150,    -2,     3,     3
9161,     9,     3,    -2
9170,    20,     8,    -6
9180,    26,    17,    -9
9190,    25,    20,    -6
9200,    16,    18,     1
9210,     5,     9,     7
9220,    -5,    -1,    13
9230,   -10,    -3,    18
9241,    -6,     0,    18
9251,     5,     3,    14
9261,    16,     7,    10
9271,    36,    18,     4
9281,    54,    27,    -5
9291,    47,    28,    -3
9301,    30,    19,     4
9311,    21,     8,     9
9321,    18,     3,    13
9331,    22,     2,    13
9341,    25,    -1,     8
9351,    24,    -3,    -1
9361,    19,    -6,    -8
9371,    12,    -6,   -10
9381,     6,     0,    -8
9391,     2,     5,    -4
9401,     1,     6,     1
9411,     3,     6,     5
9421,     5,     5,     6
9431,     7,     5,     4
9441,     9,     7,     0
9451,     8,     8,    -4
9461,     4,     4,    -9
9471,     2,    -3,   -13
9481,     4,    -8,   -15
9490,     7,   -11,   -13
9500,    11,    -9,   -11
9510,    12,    -5,   -12
9519,    11,    -1,   -12
9530,    13,    13,   -13
9540,    15,    24,   -12
9550,    11,    19,    -9
9560,     5,     8,    -6
9570,     3,    -3,    -2
9580,     2,   -10,     1
9591,     1,   -11,     2
9601,     2,    -8,     0
9615,     3,    -1,    -4
9624,     2,     3,    -6
9633,     0,     6,    -7
9642,    -1,     6,    -7
9651,     0,     5,    -6
9661,     4,     6,    -7
9671,     9,     8,   -10
9681,    10,    10,    -9
9691,    10,    -3,    -6
9701,     1,    -4,    -2
9711,    -5,    -4,     0
9721,    -7,    -4,     2
9731,    -7,    -4,     3
9741,    -5,    -4,     2
9751,    -1,    -3,     1
9761,     0,    -3,     0
9771,     2,    -2,    -1
9781,     1,    -2,    -1
9792,     0,    -2,    -1
9801,    -1,    -2,    -2
9811,    -2,    -2,    -2
9821,    -4,    -1,     1
9832,    -7,    -2,     3
9841,    -4,    -1,     2
9853,    -4,    -3,     1
9862,    -1,    -2,     1
9871,    -2,    -3,     0
9881,    -2,    -2,    -1
9891,    -4,    -3,    -1
9901,    -2,    -3,    -3
9911,    -1,    -2,    -4
9921,     0,    -1,    -5
9931,    -1,     0,    -3
9941,    -2,    -1,    -2
9951,    -1,     0,    -2
9961,    -3,    -1,    -1
9971,    -3,     0,     0
9981,    -6,    -1,     1
9991,    -5,     0,     0
10001,    -2,     0,    -2
10011,     0,     0,    -4
10021,     1,     0,    -5
10031,     1,    -1,    -6
10041,     3,    -2,    -8
10051,     4,    -1,    -6
10061,    -1,    -1,    -3
10071,    -3,    -1,    -2
10081,    -2,    -1,    -3
10091,    -2,    -1,    -2
10101,    -2,    -1,    -1
10111,    -1,    -2,    -2
10121,     3,    -2,    -4
10131,     4,    -2,    -5
10141,     3,    -2,    -4
10151,    -1,    -2,    -2
10161,    -3,    -2,     0
10171,    -3,    -2,     0
10181,    -3,    -1,     0
10192,    -4,    -1,     0
10201,    -2,    -1,     1
10211,     0,    -1,     1
10222,     1,    -1,     1
10232,     2,    -2,     1
10242,     2,    -3,     1
10252,     1,    -4,     1
10262,     0,    -4,     1
10272,     0,    -3,     0
10282,    -1,    -3,    -1
10292,    -1,    -2,    -1
10302,     1,    -2,    -1
10312,     2,    -2,    -1
10322,     2,    -3,    -1
10332,     0,    -3,     0
10342,    -1,    -3,     0
10352,    -2,    -2,    -1
10362,    -2,    -2,    -1
10372,    -3,    -2,    -1
10382,    -2,    -2,    -1
