time,accx,accy,accz
3022,  1263,   340,  -720
3030,  1159,   199,  -505
3039,  1155,    96,  -462
3049,  1195,   128,  -547
3059,  1209,   226,  -639
3069,  1119,   425,  -597
3079,  1041,   523,  -480
3089,   999,   366,  -312
3099,   954,    99,   -89
3109,   939,  -181,   116
3119,   896,  -343,   350
3129,   802,  -288,   574
3140,   817,  -180,   674
3150,   877,  -121,   682
3160,   856,   -29,   658
3169,   721,    49,   733
3180,   485,    82,   982
3190,   227,    87,  1309
3199,   132,   -59,  1488
3209,   151,  -245,  1446
3219,   217,  -314,  1249
3230,   221,  -264,  1139
3239,   151,  -184,  1208
3249,    60,  -109,  1359
3260,    34,  -219,  1451
3269,    53,  -453,  1460
3279,    42,  -592,  1431
3289,     5,  -617,  1408
3300,   -40,  -481,  1374
3310,     4,  -368,  1208
3319,    55,  -313,   982
3330,    58,  -166,   781
3340,    32,    20,   630
3350,    18,   106,   509
3359,    -1,   158,   376
3370,   -62,   217,   217
3380,  -155,   284,    85
3390,  -299,   424,    31
3399,  -433,   526,    43
3410,  -502,   526,    78
3420,  -488,   444,    76
3429,  -514,   386,    75
3439,  -565,   340,    90
3449,  -698,   368,   135
3460,  -901,   530,   167
3470, -1002,   604,   167
3479, -1030,   514,   181
3490, -1059,   369,   220
3500, -1088,   225,   254
3510, -1130,   131,   274
3520, -1183,   133,   289
3530, -1144,    76,   220
3540, -1071,    -6,    71
3550, -1027,   -26,  -118
3560, -1035,    -3,  -283
3570, -1049,   -60,  -362
3580, -1047,  -184,  -390
3589, -1045,  -265,  -386
3600, -1110,  -259,  -327
3610, -1227,  -193,  -200
3619, -1425,   -89,   -36
3630, -1717,    -2,   135
3640, -2039,    91,   300
3650, -2300,   192,   368
3660, -2499,   307,   351
3670, -2615,   377,   310
3680, -2671,   413,   289
3690, -2648,   417,   244
3700, -2518,   439,   119
3710, -2448,   599,   -73
3720, -2398,   676,  -335
3730, -2362,   630,  -509
3742, -2394,   670,  -500
3752, -2368,   709,  -425
3762, -2283,   651,  -337
3772, -2213,   529,  -257
3783, -2094,   318,  -219
3792, -1993,   109,  -113
3802, -1888,   -55,    56
3812, -1721,  -201,   165
3822, -1553,  -227,   166
3832, -1401,  -200,   -10
3842, -1267,  -255,  -206
3852, -1145,  -337,  -287
3863, -1007,  -406,  -270
3872,  -867,  -438,  -137
3882,  -740,  -480,     3
3892,  -650,  -669,    71
3902,  -609,  -938,   161
3912,  -748,  -950,   280
3922,  -881,  -694,   356
3932,  -770,  -475,   212
3940,  -506,  -357,  -146
3950,  -292,  -251,  -492
3960,  -192,  -153,  -667
3970,  -115,  -141,  -760
3980,  -119,   -94,  -762
3990,  -188,   -31,  -636
4000,  -261,   -45,  -422
4010,  -323,   -76,  -181
4020,  -344,  -142,   -15
4030,  -306,  -265,   105
4040,  -290,  -370,   237
4050,  -335,  -374,   342
4060,  -383,  -306,   308
4070,  -459,  -173,   208
4080,  -514,   -29,   121
4090,  -439,    54,   -44
4100,  -294,   145,  -328
4110,  -171,   235,  -611
4120,   -86,   226,  -747
4130,    14,    97,  -788
4140,   173,   -89,  -981
4150,   397,  -272, -1424
4160,   630,  -375, -1654
4170,   849,  -434, -1468
4180,  1015,  -489, -1160
4190,  1111,  -628,  -980
4200,  1089,  -762,  -810
4211,   892,  -677,  -588
4220,   678,  -524,  -442
4230,   535,  -390,  -370
4240,   448,  -304,  -240
4250,   381,  -276,  -149
4260,   312,  -299,  -103
4270,   260,  -296,   -68
4280,   207,  -270,  -100
4290,   173,  -229,  -160
4300,   128,  -159,  -185
4310,    87,  -115,  -213
4320,    81,   -85,  -194
4330,    84,   -65,  -199
4340,    85,   -75,  -248
4350,    71,   -67,  -249
4360,    62,   -96,  -236
4371,    48,   -72,  -219
4380,    38,   -31,  -220
4391,    45,   -20,  -218
4400,    41,   -13,  -239
4410,    33,    38,  -273
4420,    45,    52,  -294
4430,    48,    67,  -274
4441,    58,    38,  -242
4450,    72,     2,  -227
4460,    86,   -20,  -192
4470,    87,   -16,  -188
4480,    79,     3,  -175
4490,    81,    13,  -182
4500,    85,    23,  -191
4511,    85,    29,  -173
4520,    75,    38,  -164
4531,    74,    45,  -158
4540,    76,    30,  -162
4550,    75,    23,  -180
4560,    78,    10,  -198
4570,    86,    10,  -209
4580,    89,    11,  -194
4590,    88,    16,  -190
4601,    82,    21,  -191
4611,    75,    27,  -204
4620,    68,    30,  -217
4630,    72,    34,  -234
4641,    68,    36,  -239
4653,    64,    34,  -227
4664,    65,    27,  -213
4673,    62,    27,  -205
4683,    64,    26,  -191
4693,    71,    29,  -179
4703,    72,    27,  -168
4714,    72,    21,  -165
4724,    66,    34,  -185
4734,    68,    38,  -202
4744,    63,    31,  -247
4751,    65,    35,  -173
4761,    74,    40,  -135
4771,    88,    41,  -109
4781,    83,    26,  -130
4791,    79,    30,  -137
4800,    71,    36,  -154
4811,    67,    25,  -153
4821,    65,    22,  -160
4831,    70,    25,  -127
4841,    76,    19,  -151
4851,    79,     1,  -165
4861,    87,   -16,  -210
4871,    79,    -9,  -201
4881,    70,    -7,  -205
4891,    63,    -8,  -200
4901,    57,    10,  -173
4911,    53,    14,  -180
4920,    47,    17,  -148
4931,    46,    12,  -144
4941,    56,     4,  -156
4951,    58,     3,  -164
4960,    40,    29,    40
4971,    55,    12,  -168
4981,    67,    11,  -199
4991,    82,     8,  -260
5001,    57,     2,  -248
5011,    60,    10,  -290
5021,    53,    26,  -172
5031,    57,    26,  -166
5041,    56,    28,  -175
5051,    58,    27,  -162
5061,    62,    31,  -167
5071,    63,    24,  -175
5081,    64,    15,  -208
5091,    61,    16,  -203
5101,    53,    33,  -139
5111,    52,    24,   -21
5121,    44,    31,  -182
5131,    45,    20,   -78
5141,    38,    27,  -291
5151,    42,    39,  -262
5161,    43,    42,  -212
