time,qw,qx,qy,qz
5,-0.85773,0.01001,-0.01208,-0.51392
10,-0.85773,0.01001,-0.01215,-0.51392
15,-0.85773,0.01001,-0.01227,-0.51392
20,-0.85779,0.01007,-0.01245,-0.51385
24,-0.85779,0.01001,-0.01263,-0.51379
29,-0.85785,0.01007,-0.01282,-0.51373
34,-0.85785,0.01007,-0.01300,-0.51367
39,-0.85791,0.01013,-0.01312,-0.51367
44,-0.85791,0.01013,-0.01318,-0.51361
49,-0.85791,0.01019,-0.01324,-0.51355
54,-0.85797,0.01025,-0.01331,-0.51355
59,-0.85797,0.01031,-0.01331,-0.51349
63,-0.85797,0.01038,-0.01337,-0.51349
68,-0.85797,0.01031,-0.01349,-0.51349
73,-0.85791,0.01025,-0.01379,-0.51361
78,-0.85754,0.01013,-0.01477,-0.51422
82,-0.85699,0.01031,-0.01501,-0.51508
87,-0.85657,0.01062,-0.01495,-0.51575
92,-0.85626,0.01074,-0.01483,-0.51624
97,-0.85602,0.01086,-0.01471,-0.51672
102,-0.85583,0.01086,-0.01404,-0.51709
106,-0.85565,0.01080,-0.01324,-0.51740
111,-0.85541,0.01062,-0.01233,-0.51776
116,-0.85510,0.01031,-0.01111,-0.51831
120,-0.85486,0.01019,-0.00995,-0.51880
125,-0.85461,0.00995,-0.00903,-0.51917
130,-0.85455,0.01001,-0.00861,-0.51929
135,-0.85455,0.01013,-0.00842,-0.51929
140,-0.85455,0.01013,-0.00836,-0.51929
144,-0.85455,0.01013,-0.00830,-0.51929
149,-0.85455,0.01013,-0.00824,-0.51929
154,-0.85455,0.01013,-0.00818,-0.51929
161,-0.85455,0.01013,-0.00818,-0.51929
172,-0.85455,0.01013,-0.00812,-0.51929
181,-0.85455,0.01013,-0.00812,-0.51929
192,-0.85455,0.01013,-0.00806,-0.51929
201,-0.85455,0.01013,-0.00806,-0.51929
212,-0.85455,0.01013,-0.00806,-0.51935
222,-0.85455,0.01013,-0.00800,-0.51935
232,-0.85455,0.01007,-0.00800,-0.51935
242,-0.85455,0.01007,-0.00800,-0.51935
252,-0.85455,0.01007,-0.00793,-0.51935
262,-0.85455,0.01007,-0.00793,-0.51935
271,-0.85455,0.01007,-0.00787,-0.51935
282,-0.85455,0.01007,-0.00781,-0.51935
292,-0.85455,0.01007,-0.00775,-0.51935
302,-0.85455,0.01007,-0.00775,-0.51935
312,-0.85455,0.01013,-0.00769,-0.51935
322,-0.85455,0.01013,-0.00769,-0.51935
332,-0.85455,0.01019,-0.00763,-0.51935
342,-0.85455,0.01019,-0.00763,-0.51935
352,-0.85455,0.01025,-0.00757,-0.51929
361,-0.85455,0.01031,-0.00751,-0.51929
372,-0.85455,0.01038,-0.00745,-0.51929
381,-0.85455,0.01044,-0.00745,-0.51929
392,-0.85455,0.01044,-0.00739,-0.51929
401,-0.85455,0.01050,-0.00739,-0.51929
412,-0.85455,0.01050,-0.00732,-0.51929
422,-0.85455,0.01050,-0.00732,-0.51929
432,-0.85455,0.01056,-0.00732,-0.51929
442,-0.85455,0.01056,-0.00726,-0.51929
452,-0.85455,0.01056,-0.00726,-0.51929
462,-0.85455,0.01056,-0.00726,-0.51929
472,-0.85455,0.01056,-0.00726,-0.51929
482,-0.85455,0.01056,-0.00726,-0.51929
492,-0.85455,0.01062,-0.00726,-0.51929
502,-0.85455,0.01062,-0.00726,-0.51929
512,-0.85455,0.01062,-0.00726,-0.51929
522,-0.85455,0.01056,-0.00732,-0.51929
532,-0.85455,0.01050,-0.00732,-0.51929
542,-0.85455,0.01050,-0.00739,-0.51929
