time,gyrx,gyry,gyrz
5172,     5,    -4,     5
5181,     8,    -6,     4
5191,    10,    -7,     3
5199,     9,    -8,     3
5211,     7,    -6,     4
5221,     5,    -6,     3
5231,     5,    -4,     3
5241,     5,    -2,     2
5252,     2,    -5,     0
5262,     7,    -5,     1
5272,     9,    -3,     1
5282,    10,    -3,    -2
5293,    16,     3,    -6
5303,    14,     3,    -7
5313,    11,     3,    -6
5324,     6,     1,    -3
5334,    -1,    -1,     1
5344,     0,     0,     1
5354,    -4,    -1,     3
5365,    -2,    -1,     4
5375,    -3,    -1,     7
5385,     1,     0,     7
5395,     4,     1,     7
5406,     1,     0,     6
5415,     0,     0,     4
5424,     1,     0,     2
5433,    -1,    -1,     3
5442,     1,     0,     1
5451,     2,     0,     2
5460,    -2,    -1,     1
5469,     1,     0,     0
5479,     1,     0,     0
5489,     0,     0,     0
5499,     0,     0,     0
5509,     0,     0,     0
5520,     0,     0,     0
5530,     0,    -1,     0
5540,     0,    -1,     0
5550,     1,     0,     0
5560,     2,     0,     0
5570,     2,     0,     0
5580,     1,     0,     0
5590,     1,     0,     0
5600,     1,     0,     0
5610,     2,     0,     0
5620,     2,     1,     0
5630,     2,     1,     0
5640,     1,     0,     0
5650,     1,     0,     0
5660,     0,     0,     0
5670,     0,    -1,     0
5680,    -1,    -1,     0
5690,    -1,    -1,     0
5700,    -1,    -1,     0
5710,     0,    -1,     0
5720,    -1,    -1,     0
5730,    -1,    -1,     0
5740,    -1,    -1,    -1
5750,     0,     0,    -1
5760,     0,     0,    -1
5770,     0,     0,    -1
5780,     0,     0,    -1
5791,     0,     0,    -1
5801,     0,     0,    -1
5810,     0,     0,    -1
5820,     0,     0,     0
5830,     0,     0,     0
5840,     0,     0,     0
5850,    -1,    -1,     0
5860,    -1,    -1,     0
5870,     0,    -1,     0
5880,     0,    -1,     0
5890,     0,    -1,     0
5900,    -1,    -1,    -1
5910,    -1,    -1,    -1
5921,    -1,    -1,    -1
5931,    -1,    -1,    -1
5941,    -1,     0,    -1
5952,    -1,     0,    -1
5962,    -1,     0,    -1
5972,    -1,     0,    -1
5983,    -2,    -1,    -1
5993,    -2,    -1,    -1
6003,    -1,    -1,    -1
6014,    -1,    -1,    -1
6023,    -1,    -1,    -1
6032,    -2,    -1,    -1
6041,    -2,    -1,    -1
6050,    -2,    -1,    -1
6060,    -1,    -1,    -1
6070,    -1,    -1,    -1
6080,    -1,    -1,    -1
6090,     0,    -1,    -1
6100,     0,     0,    -1
6110,     0,     0,    -1
6120,     0,     0,    -1
6132,     0,     0,    -1
6142,     0,     0,    -1
6153,     0,     0,    -1
6163,     2,    -1,     0
6173,    -1,     0,     0
6183,    -1,     0,     0
6194,    -1,    -1,    -1
6204,    -1,    -1,     0
6215,     0,     0,     0
6224,     0,     0,     0
6233,     0,     0,     0
6243,     0,    -1,     0
6251,     0,    -1,     0
6260,     0,    -1,     0
6271,     0,     0,     0
6281,     0,     0,    -1
6291,    -1,     0,    -1
6301,    -1,     0,    -1
6311,    -2,     0,    -1
6321,    -2,     0,    -1
6331,    -1,    -1,    -1
6341,    -1,    -1,    -1
6351,     0,    -1,     0
6361,     0,    -1,     0
6370,     1,    -2,     0
6380,     0,    -2,     1
6391,    -1,    -2,     1
6400,    -1,    -2,     1
6410,    -1,    -1,     1
6420,    -1,     0,     0
6430,     0,     0,    -1
6440,     1,     0,     0
6450,     2,     0,     0
6460,     2,     0,     0
6471,     1,     0,     0
6481,     0,     0,     0
6491,    -1,    -1,     0
6501,    -2,    -1,     0
6511,    -2,    -1,    -1
6521,    -1,    -1,    -1
6531,     0,     0,     0
6541,     1,     0,     0
6551,     1,     0,     0
6561,     1,     0,     0
6571,    -1,     0,     0
6581,    -1,     0,    -1
6591,    -1,     1,    -1
6600,    -1,     1,    -1
6610,     0,     0,     0
6620,     1,     0,     0
6630,     2,     0,     0
6641,     2,     0,     0
6651,     1,     0,     0
6661,     0,     0,     2
6671,     0,     0,     2
6681,     1,     0,     1
6691,     1,     0,     0
6701,     0,     0,     0
6711,     0,     0,     0
6721,     0,     0,     0
6731,    -1,     0,    -1
6741,    -1,     0,    -1
6751,    -1,     0,     0
6761,    -1,     0,    -1
6771,    -1,     0,    -1
6781,    -2,    -1,    -1
6790,     0,    -2,     0
6800,    -1,    -1,     0
6810,    -1,    -1,    -1
6820,    -1,    -1,     0
6830,    -1,    -1,     0
6841,     0,    -1,     0
6851,    -1,    -1,     0
6860,     0,     0,     0
6871,    -1,     0,     0
6881,     0,     0,     0
6891,     0,     0,     0
6901,     1,     0,     0
6911,     0,     0,     0
6921,     0,     0,     0
6931,     0,    -1,     0
6941,     0,     0,     0
6951,     0,     0,     0
6961,    -1,     0,     0
6971,    -1,     0,    -1
6981,     0,     0,    -1
6992,     0,     0,    -1
7001,     0,     0,    -1
7011,     0,    -1,     0
7021,     0,    -1,     0
7031,     0,     0,     0
7041,     0,     0,     0
7051,     0,     0,     0
7061,     0,     0,     0
7072,     0,     0,    -1
7082,     0,     0,     0
7091,     0,     0,    -1
7101,     0,     0,    -1
7111,     0,     0,    -1
7121,     0,     0,    -1
7131,     0,     0,    -1
7141,     0,     0,    -1
7151,     0,     0,     0
7161,     0,     1,     0
7172,     0,     0,     0
7182,     0,     0,     0
7192,     0,     0,     0
7202,     0,     0,     0
7212,     0,     0,    -1
7222,     0,     0,    -1
7232,     0,     0,    -1
7242,     0,     0,    -1
7251,     0,     0,    -1
7261,     0,     0,    -1
7271,     0,     0,    -1
7281,     0,     0,    -1
7291,     0,     0,    -1
7301,     0,     0,    -1
7311,     0,     0,    -1
7321,     0,     0,    -1
7331,     0,     0,    -1
7341,     1,    -1,     0
7351,     1,    -1,     0
7361,     1,    -1,     0
7371,     1,    -1,     0
7381,     1,    -1,     0
7391,     1,    -1,     0
7401,     1,    -1,     0
7411,     2,     2,     0
7421,     1,     1,     0
7432,     1,     1,     0
7442,     1,     1,     0
7451,     1,     0,     0
7462,     0,     0,     0
7472,     0,     0,     0
7482,     0,     0,     0
7492,     0,     0,     0
7502,     0,     0,    -1
7512,     0,    -1,    -1
7522,     0,    -1,    -1
7532,     0,    -1,    -1
7542,     0,     0,    -1
7552,     0,     0,     0
7561,     0,     0,     0
7571,     0,     0,     0
7581,     0,     0,     0
7591,     0,     0,     0
7601,     0,     0,     0
7611,     0,     0,     0
7621,     0,     0,     0
7631,     0,     0,     0
7641,     0,     0,     0
7651,     0,     0,     0
7661,     0,     0,     0
7671,     0,     0,     0
7681,     0,     0,     0
7691,     0,     0,     0
7702,     0,     0,     0
